lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label,ward_150,ward_150_label,ward_200,ward_200_label,ward_250,ward_250_label
ἄνθρωπος,190,lsj,"man; gods; the men; the ideal man, humanity",35,"mortal, men, man, brave",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",129,"slave, men, man, taken war",159,"slave, men, man, taken war"
κελεύω,190,lsj,"urge, drive on; exhort, bid; order; bade",31,"urge, command, exhort, advise",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",50,"send, accomplish, forth, urge",72,"send, accomplish, forth, urge",94,"urge, challenge, summon, invoke",114,"urge, challenge, summon, invoke"
προσεῖπον,189,lsj,"speak to; address, accost; address; addressed",90,"address, speak, named, accost",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",61,"address, speak, named, herald",88,"address, speak, named, herald",115,"address, speak, herald, messenger",143,"address, speak, herald, messenger"
ἦμαρ,188,lsj,day; by day; on that day; the day,289,"day day, eighteenth, night, period",9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",70,"year, day, time, long",104,"year, day day, days, season",138,"year, day, season, winter",172,"day day, days, night, livelong"
Ἀγαμέμνων,184,lsj,Agamemnon; Agamemnonʼs son,-1,(outlier),7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
μένος,183,lsj,"might, force; strength, fierceness; spirit; force, might",306,"mighty, strength, strong, force",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",91,"strength, courage, wrought, stout",133,"strength, strong mighty, fierce, force",176,"strength, mighty, strong, fierce",220,"strength, mighty, strong, fierce"
ἵημι,182,lsj,Ja-c-io; sēmen; véti; vyánti,79,"carian, ti, woman doubt, ja io",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",85,"abydos, irus, ti, manger",110,"abydos, ti, irus, cithara",136,"ti, cithara, carian, tegea"
μένω,182,lsj,"stay, wait; stand fast; stay at home, stay where one is; lodge, stay",247,"stay, hold, restrain, remain",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",16,"stone, rock, hill, citadel",23,"hill, citadel, peak, mound",31,"hill, citadel, peak, mound",39,"hill, citadel, peak, mound"
ἀκούω,182,lsj,"hear; hear of, hear tell of; hear of; from",211,"hear, sound, listen, voice",10,"loud, sound, shout, lament",21,"loud, sound, shout, lament",42,"loud, sound, shout, voice",84,"voice, speech, song, hear",124,"voice, speech, hear, sound",163,"hear, silence, sound, noise",204,"hear, silence, sound, noise"
μέλας,180,lsj,"black, dark; dark; pitched over; dark, swarthy",181,"black, dark, clouds, water looks",4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",13,"dark, black, white, grey",28,"dark, black, grey, white",40,"dark, black, grey, white",55,"dark, black, grey, white",66,"dark, black, white, murky"
προσαυδάω,179,lsj,"speak to, address, accost; speak; to one; speak of",90,"address, speak, named, accost",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",61,"address, speak, named, herald",88,"address, speak, named, herald",115,"address, speak, herald, messenger",143,"address, speak, herald, messenger"
πίπτω,177,lsj,Exc. ex libris Herodiani; fall down; cast oneself down; fall,14,"fall, fell, sink, slip",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",22,"fall, lift, high, drop",42,"fall, lift, high, drop",62,"fall, drop, sink, let",79,"fall, drop, sink, let",96,"fall, drop, sink, let"
ἀλλήλων,176,lsj,"of one another, to one another, one another; mutually, reciprocally; one another; reciprocal",230,"unite, continuous, combine, price",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",63,"gather, meet, collect, people",91,"gather, meet, collect, assemble",118,"unite, comrade, join, friendly",146,"unite, comrade, join, friendly"
τεύχω,170,lsj,"make ready, make; produce by work; art; make, build",12,"construct, make, build, prepare",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",62,"ready, set, build, prepare",89,"build, assembly, built, assembled",116,"build, assembly, built, assembled",144,"build, assembly, built, assembled"
βοῦς,170,lsj,"bullock, bull, ox; cow; cattle; buffalo",120,"cattle, sheep, goat, shepherd",1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",1,"herd, goat, cattle, wild",1,"herd, goat, cattle, wild",2,"cattle, herd, goat, boar",4,"cattle, goat, sheep, herd"
ἐλαύνω,170,lsj,"drive, set in motion; drive; ride; row",297,"pass, drive, past, traverse",6,"leap, away, come, send",13,"flee, lead, come, send",26,"flee, wander, drive, rush",53,"wander, pass, drive, dwell",77,"pass, drive, measure, road",102,"pass, drive, measure, road",126,"measure, drive, road, highway"
οἷος,169,lsj,"such as, of what sort; what a man; what; like as",188,"like like, like resembling, resembling like, like makes",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",90,"fat, firm, smooth, small",132,"fat, firm, smooth, thickness",175,"firm, smooth, solid, easy",218,"sort, easy, appearance, precise"
ἀμείβω,168,lsj,"change, exchange; changing; give in exchange; take in exchange",183,"change, crossing, shift, fro",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",50,"send, accomplish, forth, urge",72,"send, accomplish, forth, urge",95,"send, accomplish, change, fulfil",117,"change, shift, alter, crossing"
πῦρ,166,lsj,fire; funeral-fire; burn; sacrificial fire,124,"burn, kindle, smoke, heat",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",98,"slay, sacrifice, slain, dead",147,"dead, mortal, funeral, burial",196,"funeral, burial, rites, bury",243,"funeral, burial, rites, bury"
ὄλλυμι,166,lsj,"destroy, make an end of; kill; doing away with; lose",143,"destroy, utterly, perish, waste",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",97,"destroy, perish, utterly, waste",145,"destroy, utterly, perish, waste",193,"destroy, utterly, perish, waste",240,"destroy, utterly, perish, waste"
ἀγορεύω,165,lsj,"speak in the assembly, harangue; address; to address the house?; counsel",90,"address, speak, named, accost",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",61,"address, speak, named, herald",88,"address, speak, named, herald",115,"address, speak, herald, messenger",143,"address, speak, herald, messenger"
λείπω,165,lsj,"leave, quit; is gone; leave behind, leave at home; leave",278,"gone, leave, away, send",6,"leap, away, come, send",10,"away, cut, shut, break",20,"return, away, leave, retire",38,"return, away, leave, retire",57,"away, leave, retire, withdraw",73,"away, leave, retire, withdraw",89,"away, leave, retire, withdraw"
κρατερός,164,lsj,"strong, stout, mighty; stern, harsh; mighty, fierce; hard",306,"mighty, strength, strong, force",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",91,"strength, courage, wrought, stout",133,"strength, strong mighty, fierce, force",176,"strength, mighty, strong, fierce",220,"strength, mighty, strong, fierce"
φωνέω,163,lsj,produce a sound; tone; speak loud; clearly,228,"clear, voiced, loud, tone",10,"loud, sound, shout, lament",21,"loud, sound, shout, lament",42,"loud, sound, shout, voice",84,"voice, speech, song, hear",124,"voice, speech, hear, sound",162,"voice, speech, word, speak",203,"voice, speech, word, speak"
Ἄρης,163,lsj,Ares; the god of destruction; of Ares; Mars,-1,(outlier),7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",57,"troy, olympus, land, trojan",83,"troy, olympus, land, trojan",108,"troy, land, olympus, trojan",134,"troy, olympus, trojan, athens"
φεύγω,162,lsj,"flee, take flight; ran; flee; the purpose",106,"flee, escape, shun, avoid",6,"leap, away, come, send",13,"flee, lead, come, send",26,"flee, wander, drive, rush",52,"flee, rush, run, shun",75,"flee, shun, avoid, escape",100,"flee, shun, escape, avoid",123,"flee, shun, escape, avoid"
εὐρύς,161,lsj,"wide, broad; loose; far-reaching, far-spread; várīyān",260,"broad, gates, wide, feet",2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",17,"stretch, curved, bend, spread",25,"stretch, spread, wide, broad",33,"stretch, spread, wide, broad",42,"spread, wide, broad, far"
πού,161,agwn,"with certainty: ""it's undoubtedly very beautiful""",44,"eminent, distinguished, conspicuous, remarkable",11,"glad, delight, good, care",22,"glad, delight, care, rejoice",43,"glad, delight, care, awe",86,"glad, delight, heart, rejoice",126,"glad, delight, rejoice, awe",165,"glad, delight, sweet, joy",207,"glad, delight, sweet, joy"
ἐάω,158,lsj,"suffer, permit; leave; alone; should be given up",88,"toil, work, labour, suffer",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
Ἀπόλλων,157,lsj,Apollo,-1,(outlier),7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",57,"troy, olympus, land, trojan",83,"troy, olympus, land, trojan",108,"troy, land, olympus, trojan",134,"troy, olympus, trojan, athens"
φαίνω,157,lsj,"bring to light, cause to appear; make; appear; show by baring",54,"bring light, forth, manifest, display",9,"fear, sleep, years, day",19,"look, watch, spy, gaze",40,"watch, look, seen, spy",78,"look, watch, seen, wonder",116,"seen, bring light, appear, conspicuous",154,"seen, bring light, appear, conspicuous",193,"seen, appear, bring light, view"
ἐρύω,155,lsj,"drag, draw; drag; away, rescue; off for plunder, ransom",11,"draw, drag, drew, away",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",4,"draw, dart, javelin, archer",8,"draw, drew, drag, pull",9,"draw, drew, drag, pull",13,"draw, drew, drag, pull",16,"draw, drew, drag, pull"
κτείνω,155,lsj,"kill, slay; seeks to kill; the slayer, murderer; put to death",144,"slain, killing, slay, death",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",98,"slay, sacrifice, slain, dead",146,"slay, sacrifice, slaughter, slain",194,"slay, sacrifice, slaughter, slain",241,"slay, sacrifice, slaughter, slain"
θοός,154,lsj,"quick, nimble; swift; hasty; in haste",3,"swift, quick, footed, hasty",1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",2,"swift, footed, quickness, hasty",2,"swift, footed, quickness, hasty",3,"swift, footed, quickness, hasty",5,"swift, footed, quickness, hasty"
δύο,154,lsj,two; two and two,-1,(outlier),2,"double, round, stretch, house",5,"round, double, stretch, curved",10,"double, right, hand, left",22,"double, folded, threefold, twofold",31,"double, folded, threefold, twofold",41,"double, twice, twofold, handled whichsoever",50,"double, twice, twofold, nature barbs"
Δαναοί,154,lsj,the Danaäns; the Greeks; the sons; descendants of Danaus,249,"achaian, thebes, greeks, abydos",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",57,"troy, olympus, land, trojan",83,"troy, olympus, land, trojan",108,"troy, land, olympus, trojan",134,"troy, olympus, trojan, athens"
εὔχομαι,154,lsj,pray; to utter; in prayer; pray that,115,"pray, vow, boast, command behest",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",96,"swear, oath, counsel, pray",144,"swear, oath, pray, pledge",191,"pray, vow, boast, votive offering",238,"pray, vow, boast, votive offering"
ὦμος,154,lsj,the shoulder with the upper arm; the lower; arms; the shoulder,179,"thigh, limb, knee, shoulder",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",21,"thigh, limb, knee, shoulder",30,"thigh, limb, shoulder, knee",40,"thigh, limb, knee, shoulder",49,"thigh, limb, knee, shoulder"
ἐσθλός,154,lsj,"good; brave, stout; noble; wellbred",-1,(outlier),11,"glad, delight, good, care",23,"mighty, courage, strength, equal",45,"courage, strength, equal, wrought",91,"strength, courage, wrought, stout",135,"wrought, stout, cunning, best",178,"wrought, stout, cunning, best",222,"stout, sturdy, better, best"
οἶος,154,lsj,"alone, lonely; alone; naught but; only",4,"solitary, single, lonely, private",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",63,"gather, meet, collect, people",92,"solitary, single, oneself, lonely",120,"single, solitary, oneself, lonely",149,"single, solitary, oneself, lonely"
οἶκος,153,lsj,house; built houses; any dwelling-place; cave,251,"house, court, chamber, room",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",14,"house, roof, door, home",19,"house, bed, home, court",26,"house, bed, home, court",33,"house, home, court, chamber"
χέω,152,lsj,"pour; pour out, let flow; snows; gush forth",95,"pour, drop, drink offering, shed",5,"pour, sea, wash, stream",9,"pour, wash, wine, water",18,"pour, wine, stream, flow",35,"pour, wine, drink, thirst",51,"pour, filled, satisfy, flow",66,"pour, filled, satisfy, flow",81,"pour, flow, forth, libation"
Πρίαμος,150,lsj,priam; like Priam,-1,(outlier),7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",85,"abydos, irus, ti, manger",110,"abydos, ti, irus, cithara",137,"irus, abydos, luo, manger"
ἤδη,150,lsj,"already, by this time; already; forthwith, immediately; now at length",-1,(outlier),9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",72,"haste, late, eager, wait",107,"haste, eager, late, wait",142,"late, wait, time, forthwith",178,"late, wait, time, forthwith"
δαμάζω,149,lsj,"overpower; tame, break in; work; clear",-1,(outlier),6,"leap, away, come, send",10,"away, cut, shut, break",19,"cut, break, strip, end",37,"break, end, asunder, twain",55,"break, broken, snap, continuous",71,"break, broken, snap, continuous",87,"break, broken, snap, continuous"
αἶψα,145,lsj,"quick, forthwith, on a sudden",-1,(outlier),9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",72,"haste, late, eager, wait",107,"haste, eager, late, wait",142,"late, wait, time, forthwith",178,"late, wait, time, forthwith"
Πάτροκλος,145,lsj,Patroclus,153,"thrace, thracian, cheiron, calchas",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",85,"abydos, irus, ti, manger",110,"abydos, ti, irus, cithara",137,"irus, abydos, luo, manger"
