lemma,gloss,best_category,best_pos,best_neg,assigned,entry_len,pos_kinship_family,pos_marriage,pos_friendship_affection,pos_hostility_enmity,pos_hospitality_xenia,pos_erotic_pederasty,pos_rank_kingship_rule,pos_military_rank,pos_servitude_slavery,pos_messenger_herald_envoy,pos_civic_community
ἀγαθείκελος,like the good,friendship_affection,0.205,0.222,False,61,0.057,0.059,0.205,0.156,0.111,0.098,0.154,0.116,0.081,0.098,0.063
ἀγᾰθίς,ball of thread; quantities,hostility_enmity,0.237,0.572,False,225,0.144,0.145,0.188,0.237,0.166,0.147,0.176,0.233,0.159,0.147,0.087
ἀγαθο-γονία,production of good,friendship_affection,0.256,0.309,False,69,0.113,0.135,0.256,0.202,0.149,0.15,0.214,0.16,0.19,0.053,0.1
ἀγαθο-δαιμονέω,occupy the house of,hospitality_xenia,0.329,0.254,False,106,0.208,0.178,0.042,0.175,0.329,0.074,0.199,0.264,0.209,0.11,0.252
ἀγαθο-δαιμονητικός,belonging thereto,kinship_family,0.359,0.276,False,92,0.359,0.141,0.254,0.22,0.283,0.141,0.171,0.152,0.231,0.138,0.328
ἀγαθο-δαιμονισταί,guests who drink only to the; moderate drinkers,hospitality_xenia,0.583,0.384,False,141,0.157,0.222,0.255,0.166,0.583,0.253,0.224,0.141,0.173,0.123,0.238
ἀγαθο-δαίμων,"the good Genius; an Egyptian serpent, Hist.Aug.Elag.; propitious region",rank_kingship_rule,0.249,0.361,False,273,0.18,0.111,0.19,0.173,0.134,0.121,0.249,0.184,0.151,0.167,0.141
ἀγαθο-δοσία,the giving of good,friendship_affection,0.44,0.414,False,87,0.202,0.167,0.44,0.244,0.284,0.177,0.185,0.164,0.238,0.147,0.202
ἀγαθο-δότης,the giver of good,friendship_affection,0.429,0.357,False,110,0.148,0.114,0.429,0.226,0.205,0.182,0.183,0.186,0.271,0.121,0.148
ἀγαθο-ειδής,"like good, seeming good; having the form of good",friendship_affection,0.378,0.408,False,228,0.162,0.126,0.378,0.279,0.187,0.166,0.289,0.192,0.169,0.142,0.16
ἀγαθο-εργέω,do good; well,friendship_affection,0.232,0.307,False,97,0.08,0.125,0.232,0.123,0.12,0.125,0.161,0.177,0.16,0.053,0.147
ἀγαθο-εργία,"good deed, service; beneficence",friendship_affection,0.412,0.448,False,164,0.264,0.252,0.412,0.213,0.264,0.249,0.24,0.25,0.354,0.19,0.217
ἀγαθο-εργός,doing good; Commissioners sent on foreign service,messenger_herald_envoy,0.339,0.312,False,229,0.134,0.163,0.307,0.16,0.197,0.146,0.17,0.261,0.195,0.339,0.168
ἀγαθο-θέλεια,desire of good,friendship_affection,0.411,0.504,False,59,0.176,0.195,0.411,0.338,0.265,0.366,0.241,0.155,0.27,0.062,0.203
ἀγαθο-θελής,benevolent,hostility_enmity,0.402,0.344,False,82,0.187,0.144,0.357,0.402,0.261,0.165,0.244,0.167,0.23,0.206,0.286
ἀγαθο-λογέω,use fair words,hostility_enmity,0.262,0.258,False,53,0.069,0.188,0.249,0.262,0.133,0.175,0.204,0.118,0.223,0.107,0.155
ἀγαθο-ποιέω,"do good; do good to; make good; make favourable; exert beneficent influence; do well, act rightly",friendship_affection,0.29,0.356,False,471,0.179,0.149,0.29,0.188,0.178,0.149,0.197,0.177,0.178,0.122,0.147
ἀγαθο-ποίησις,well-doing,friendship_affection,0.242,0.24,False,62,0.105,0.142,0.242,0.122,0.179,0.152,0.099,0.1,0.112,0.079,0.111
ἀγαθο-ποιία,propitious influence,hostility_enmity,0.31,0.318,False,118,0.2,0.217,0.256,0.31,0.148,0.188,0.265,0.193,0.108,0.14,0.176
ἀγαθο-ποιός,beneficent; exerting beneficent influence; creating the Good,friendship_affection,0.303,0.326,False,333,0.166,0.146,0.303,0.232,0.194,0.159,0.186,0.154,0.135,0.102,0.165
ἀγᾰθός,"good:; well-born, gentle; aristocrats; brave, valiant; good, capable; good; my good friend; bona dea; good, serviceable; good for; to good purpose; for his own good end; it is good; morally good; good, blessing, benefit; blessing!, treasure!; a benefit; for no good end; the good; goods of fortune, treasures, wealth; fare well; good things, dainties; good qualities; good points; admirable.",friendship_affection,0.477,0.6,True,4535,0.295,0.348,0.477,0.314,0.329,0.368,0.414,0.25,0.348,0.248,0.187
ἀγαθοσύμβουλος,benesuasor,civic_community,0.198,0.181,False,46,0.141,0.161,0.116,0.192,0.132,0.141,0.128,0.112,0.128,0.139,0.198
ἀγαθότης,goodness,friendship_affection,0.178,0.184,False,177,0.073,0.166,0.178,0.096,0.133,0.121,0.052,0.002,0.037,0.063,0.035
ἀγαθοτυχέω,occupy the house of,hospitality_xenia,0.329,0.254,False,115,0.208,0.178,0.042,0.175,0.329,0.074,0.199,0.264,0.209,0.11,0.252
ἀγαθο-φανής,"appearing good, hypocritical",hostility_enmity,0.353,0.289,False,69,0.068,0.111,0.347,0.353,0.187,0.175,0.21,0.053,0.12,0.02,0.105
ἀγαθο-φόρος,bearing good tidings; Cat. Cod.Astr.,messenger_herald_envoy,0.374,0.182,False,105,0.068,0.15,0.089,0.099,0.057,0.088,0.083,0.147,0.106,0.374,0.024
ἀγαθό-φρων,well-disposed,servitude_slavery,0.227,0.206,False,80,0.182,0.176,0.191,0.137,0.089,0.144,0.1,0.158,0.227,0.189,0.144
ἀγαθόω,do good to; make good,friendship_affection,0.29,0.282,False,138,0.059,0.093,0.29,0.174,0.164,0.126,0.145,0.159,0.178,0.05,0.146
ἀγάθ-υνσις,making good,friendship_affection,0.351,0.315,False,61,0.133,0.141,0.351,0.221,0.217,0.144,0.175,0.184,0.142,0.086,0.194
ἀγαθ-ύνω,"honour, magnify; adorn; cheer; to be of good cheer, rejoice greatly; make good; make beneficent; do good to; do good, do well",friendship_affection,0.343,0.501,False,625,0.079,0.237,0.343,0.245,0.166,0.207,0.24,0.296,0.178,0.212,0.146
ἀγάθωμα,embodiment of the good,friendship_affection,0.433,0.361,False,73,0.155,0.167,0.433,0.34,0.209,0.227,0.256,0.191,0.223,0.147,0.205
ἀγαθωσύνη,"goodness, kindness",friendship_affection,0.563,0.382,False,98,0.17,0.162,0.563,0.287,0.331,0.103,0.143,0.096,0.143,0.144,0.167
ἀγαίομαι,to be indignant at; look on with jealousy; envy; to be wroth; indignant with; admire,hostility_enmity,0.53,0.437,True,574,0.193,0.188,0.406,0.53,0.27,0.321,0.195,0.18,0.23,0.216,0.223
ἀγαῖος,enviable,hostility_enmity,0.218,0.219,False,68,0.158,0.127,0.162,0.218,0.114,0.115,0.15,0.089,0.105,0.146,0.144
ἀγαῖος,leading the procession; SIG2,messenger_herald_envoy,0.418,0.394,False,105,0.156,0.233,0.142,0.153,0.178,0.187,0.311,0.262,0.191,0.418,0.142
ἀγα-κλεής,"very glorious, famous",rank_kingship_rule,0.302,0.337,False,458,0.017,0.145,0.14,0.061,0.114,0.226,0.302,0.112,0.087,0.102,0.093
ἀγα-κτῐμένη,well-built; placed,friendship_affection,0.167,0.273,False,94,0.128,0.09,0.167,0.08,0.157,0.129,0.081,0.127,0.099,0.13,0.111
ἀγᾰλακτία,want of milk,friendship_affection,0.205,0.293,False,50,0.154,0.117,0.205,0.06,0.101,0.157,0.128,0.127,0.127,0.078,0.05
ἀγάλακτος,giving no milk; getting no milk; bad for milch cattle,friendship_affection,0.177,0.259,False,296,0.163,0.12,0.177,0.128,0.141,0.139,0.115,0.108,0.176,0.049,0.052
ἀγαλλί-ᾱμα,transport of joy,hospitality_xenia,0.311,0.359,False,69,0.147,0.235,0.273,0.253,0.311,0.277,0.164,0.107,0.179,0.209,0.136
ἀγαλλί-ᾱσις,"great joy, exultation",friendship_affection,0.153,0.235,False,130,0.085,0.108,0.153,0.105,0.131,0.145,0.061,0.058,0.115,0.066,0.068
ἀγαλλι-άω,rejoice exceedingly; in malam partem,friendship_affection,0.269,0.351,False,466,0.15,0.198,0.269,0.233,0.149,0.243,0.188,0.159,0.226,0.187,0.153
ἀγαλλίς,"dwarf iris, Iris attica",marriage,0.164,0.171,False,105,0.135,0.164,0.091,0.083,0.143,0.114,0.094,0.091,0.045,0.048,0.163
ἀγάλλω,"glorify, exalt; pay honour to; adorn; glory, exult in; strut",military_rank,0.298,0.543,False,1250,0.134,0.254,0.259,0.282,0.198,0.216,0.248,0.298,0.277,0.175,0.185
ἄγαλμα,"glory, delight, honour; mere ornaments; pleasing gift; statue in honour of a god; sculpture; statue; portrait, picture; image; hieroglyphic sign",friendship_affection,0.465,0.756,False,1576,0.249,0.257,0.465,0.293,0.312,0.43,0.3,0.392,0.267,0.388,0.248
ἀγαλμ-ατίας,"like a statue, beautiful as one",friendship_affection,0.336,0.359,False,86,0.149,0.191,0.336,0.185,0.168,0.275,0.229,0.182,0.103,0.257,0.153
ἀγαλματο-γλύφος,sculptor,erotic_pederasty,0.236,0.286,False,94,0.094,0.16,0.15,0.095,0.143,0.236,0.18,0.138,0.138,0.149,0.177
ἀγαλματο-ποιέω,make statues; have a statue made of oneself,friendship_affection,0.301,0.295,False,119,0.095,0.154,0.301,0.228,0.162,0.194,0.206,0.13,0.147,0.217,0.233
ἀγαλματο-ποιητικός,of; for statuary; sculpture,marriage,0.273,0.321,False,118,0.148,0.273,0.208,0.133,0.157,0.212,0.271,0.229,0.198,0.187,0.191
ἀγαλματο-ποιΐα,sculptorʼs art,erotic_pederasty,0.205,0.276,False,89,0.083,0.125,0.13,0.063,0.093,0.205,0.155,0.107,0.12,0.137,0.122
ἀγαλματο-ποιικός,sculptorʼs fee,erotic_pederasty,0.197,0.238,False,93,0.075,0.132,0.128,-0.016,0.131,0.197,0.139,0.086,0.164,0.109,0.136
ἀγαλματο-ποιός,sculptor,erotic_pederasty,0.236,0.286,False,109,0.094,0.16,0.15,0.095,0.143,0.236,0.18,0.138,0.138,0.149,0.177
ἀγαλματο-φορέω,"carry an image in oneʼs mind, bear impressed upon oneʼs mind",friendship_affection,0.306,0.303,False,117,0.073,0.154,0.306,0.227,0.159,0.226,0.124,0.179,0.109,0.217,0.106
ἀγαλματο-φόρος,carrying an image in oneʼs mind,friendship_affection,0.245,0.295,False,69,0.116,0.166,0.245,0.238,0.123,0.228,0.096,0.182,0.128,0.22,0.085
ἀγαλματο-φώρας,temple-robber,servitude_slavery,0.294,0.194,False,76,0.118,0.191,0.125,0.139,0.116,0.202,0.152,0.156,0.294,0.027,0.106
ἀγαλματ-όω,make into an image,military_rank,0.108,0.189,False,52,0.018,0.079,0.088,0.065,0.107,0.075,0.002,0.108,0.023,0.083,0.032
ἀγαλματ-ώδης,like a statue,friendship_affection,0.29,0.275,False,68,0.133,0.137,0.29,0.161,0.145,0.184,0.219,0.192,0.124,0.27,0.216
ἀγαλμο-τῠπεύς,maker of statues,messenger_herald_envoy,0.243,0.275,False,60,0.107,0.167,0.167,0.101,0.201,0.144,0.22,0.139,0.137,0.243,0.218
ἀγάλοχον,"eagle-wood, Aquilaria malaccensis",kinship_family,0.133,0.352,False,76,0.133,0.041,0.124,0.036,0.097,0.095,-0.015,0.09,0.074,0.105,0.053
ἄγαλσις,rejoicing,friendship_affection,0.323,0.255,False,43,0.21,0.229,0.323,0.277,0.291,0.183,0.131,0.202,0.246,0.197,0.185
ἄγᾰμαι,"wonder; admire; for; wonder at; to be delighted with; feel envy, bear a grudge; to be jealous; that; to be jealous of, angry at",hostility_enmity,0.629,0.437,True,2145,0.193,0.217,0.406,0.629,0.27,0.321,0.184,0.14,0.147,0.196,0.223
Ἀγαμέμνων,Agamemnon; Agamemnonʼs son,kinship_family,0.291,0.199,False,361,0.291,0.138,0.136,0.178,0.099,0.166,0.152,0.229,0.165,0.107,0.12
ἀγᾰμένως,with admiration; respect,friendship_affection,0.443,0.404,False,152,0.175,0.196,0.443,0.244,0.259,0.274,0.198,0.212,0.188,0.151,0.173
ἀγαμ-ία,"single estate, celibacy",marriage,0.494,0.258,True,60,0.39,0.494,0.195,0.045,0.123,0.424,0.248,0.055,0.289,0.044,0.2
ἀγαμ-ίου,for not marrying,marriage,0.507,0.271,False,133,0.302,0.507,0.277,0.168,0.159,0.349,0.139,0.031,0.213,0.068,0.054
ἄγαμ-ος,"unmarried, single; marriage that is no marriage, fatal marriage",marriage,0.597,0.342,True,383,0.345,0.597,0.298,0.241,0.212,0.399,0.206,0.133,0.227,0.077,0.177
ἄγαν,very much; too much:; far,erotic_pederasty,0.205,0.235,False,954,0.141,0.167,0.175,0.178,0.137,0.205,0.145,0.127,0.078,0.121,0.054
ἀγᾰνακτ-έω,"feel a violent irritation; ferment; to be displeased, vexed; show outward signs of grief; to be vexed at; with; to be angry at",hostility_enmity,0.401,0.339,False,1236,0.155,0.207,0.365,0.401,0.228,0.286,0.159,0.208,0.204,0.196,0.133
ἀγᾰνάκτ-ησις,physical pain and irritation; vexation; wrath,hostility_enmity,0.413,0.434,False,274,0.193,0.169,0.242,0.413,0.126,0.183,0.228,0.205,0.171,0.155,0.139
ἀγᾰνακτ-ητέον,one must complain,hospitality_xenia,0.172,0.141,False,57,0.019,0.059,0.115,0.124,0.172,0.067,0.002,0.07,0.081,0.085,0.023
ἀγᾰνακτ-ητικός,"apt to be vexed, irritable, peevish",hostility_enmity,0.329,0.3,False,110,0.093,0.147,0.306,0.329,0.24,0.102,0.119,0.159,0.083,0.229,0.096
ἀγᾰνακτ-ητός,vexatious,friendship_affection,0.209,0.256,False,59,0.136,0.179,0.209,0.208,0.15,0.136,0.158,0.058,0.103,0.122,0.129
ἀγάννῐφος,"much snowed on, snow-capt",military_rank,0.232,0.14,False,89,0.026,0.058,0.156,0.122,0.094,0.132,0.121,0.232,0.147,0.168,0.058
ἀγᾰνοβλέφαρος,mild-eyed,erotic_pederasty,0.218,0.26,False,81,0.06,0.066,0.181,0.2,0.154,0.218,0.165,0.102,0.016,0.083,0.108
ἀγανόμματος,mild-eyed,erotic_pederasty,0.218,0.26,False,59,0.06,0.066,0.181,0.2,0.154,0.218,0.165,0.102,0.016,0.083,0.108
ἀγᾰνός,"mild, gentle; bringing an easy death",friendship_affection,0.387,0.648,False,810,0.202,0.175,0.387,0.245,0.256,0.341,0.187,0.228,0.189,0.146,0.107
ἄγᾰνος,broken; broken for firewood,friendship_affection,0.173,0.176,False,96,0.139,0.096,0.173,0.102,0.113,0.127,0.066,0.083,0.054,0.102,0.105
ἀγανο-φροσύνη,"gentleness, kindliness",friendship_affection,0.643,0.531,False,76,0.169,0.255,0.643,0.376,0.402,0.441,0.23,0.234,0.232,0.253,0.17
ἀγανό-φρων,gentle of mood,friendship_affection,0.456,0.506,False,112,0.098,0.216,0.456,0.338,0.315,0.382,0.141,0.226,0.195,0.206,0.064
ἀγανῶπις,mild-eyed,erotic_pederasty,0.218,0.26,False,75,0.06,0.066,0.181,0.2,0.154,0.218,0.165,0.102,0.016,0.083,0.108
ἀγάνωτος,not enamelled; lacquered,servitude_slavery,0.199,0.213,False,119,0.155,0.16,0.144,0.069,0.157,0.159,0.076,0.076,0.199,0.079,0.088
ἀγάομαι,admiring,erotic_pederasty,0.307,0.27,False,168,0.144,0.096,0.279,0.149,0.204,0.307,0.074,0.085,0.146,0.077,0.106
ἀγαπάζω,"treat with affection, receive with outward signs of love; show signs of love, caress; welcome, receive gratefully",friendship_affection,0.721,0.447,True,791,0.281,0.25,0.721,0.273,0.267,0.608,0.159,0.184,0.208,0.259,0.111
ἀγαπάω,"greet with affection; show affection for; to be regarded with affection; love; to be fond of; persuade, entreat; caress, pet; to be fond of, prize, desire; prefer; highly prized, precious stones; to be well pleased, contented; to be well content; to be contented with; tolerate, put up with; may be content with; to be content; to be fond; wont",friendship_affection,0.645,0.635,True,2927,0.373,0.327,0.645,0.386,0.414,0.592,0.292,0.25,0.237,0.273,0.242
ἀγάπ-η,"love; brotherly love, charity; love-feast; alms, charity",friendship_affection,0.561,0.491,True,598,0.313,0.275,0.561,0.283,0.296,0.53,0.178,0.191,0.22,0.14,0.222
ἀγάπ-ημα,darling; delight,erotic_pederasty,0.394,0.447,False,231,0.183,0.196,0.315,0.2,0.236,0.394,0.156,0.137,0.137,0.168,0.094
ἀγαπ-ήνωρ,"loving manliness, manly",friendship_affection,0.494,0.471,False,105,0.232,0.326,0.494,0.366,0.273,0.427,0.216,0.236,0.225,0.11,0.123
ἀγάπ-ησις,affection,friendship_affection,0.691,0.532,True,172,0.348,0.306,0.691,0.334,0.29,0.595,0.164,0.165,0.176,0.266,0.112
ἀγαπ-ητέος,"to be loved, desired",friendship_affection,0.539,0.506,False,66,0.231,0.291,0.539,0.267,0.276,0.469,0.22,0.234,0.268,0.15,0.146
ἀγαπ-ητικός,affectionate,friendship_affection,0.649,0.515,False,131,0.332,0.299,0.649,0.301,0.271,0.569,0.163,0.155,0.248,0.306,0.092
ἀγαπ-ητός,"that wherewith one must be content; to be acquiesced in; one must be content; desirable; beloved; gladly, contentedly; just enough to content one, barely, scarcely",erotic_pederasty,0.565,0.479,False,1217,0.165,0.279,0.452,0.235,0.282,0.565,0.177,0.209,0.171,0.218,0.19
ἀγᾰρῐκόν,"tree-fungi; Boletus Agaricum;; Agaricus dryinus;; fly agaric, Amanita muscaria",kinship_family,0.241,0.434,False,254,0.241,0.111,0.107,0.125,0.111,0.178,0.125,0.162,0.195,0.111,0.134
ἄγαρρις,meeting,hospitality_xenia,0.411,0.216,False,72,0.271,0.228,0.299,0.142,0.411,0.22,0.024,0.192,0.077,0.279,0.242
ἀγάρροος,strong-flowing,messenger_herald_envoy,0.228,0.315,False,164,0.111,0.114,0.192,0.147,0.078,0.2,0.127,0.159,0.099,0.228,0.108
ἀγασθενής,very strong,friendship_affection,0.251,0.234,False,130,0.15,0.025,0.251,0.123,0.06,0.141,0.076,0.125,0.077,0.138,0.064
ἄγασις,rejoicing; envy,hostility_enmity,0.53,0.369,True,75,0.21,0.229,0.364,0.53,0.291,0.183,0.132,0.202,0.246,0.197,0.185
ἄγασμα,object of adoration,erotic_pederasty,0.426,0.463,False,74,0.2,0.222,0.347,0.19,0.249,0.426,0.205,0.183,0.148,0.26,0.15
ἀγάστονος,"much groaning; loud-wailing, lamentable",hostility_enmity,0.219,0.315,False,167,0.109,0.093,0.189,0.219,0.154,0.171,0.123,0.175,0.145,0.103,0.087
ἀγαστός,admirable,friendship_affection,0.328,0.346,False,303,0.109,0.198,0.328,0.265,0.147,0.207,0.122,0.157,0.189,0.148,0.129
ἀγάστωρ,from the same womb:; twins; near kinsman,kinship_family,0.329,0.302,False,148,0.329,0.246,0.217,0.232,0.162,0.188,0.167,0.097,0.231,0.142,0.067
ἀγασυλλίς,Ferula marmarica,marriage,0.293,0.243,False,97,0.175,0.293,0.141,0.127,0.149,0.173,0.16,0.057,0.184,0.051,0.194
ἀγάσυρτος,swept and garnished,erotic_pederasty,0.185,0.166,False,111,0.161,0.168,0.147,0.179,0.091,0.185,0.087,0.099,0.174,0.175,0.109
ἀγαυός,"illustrious, noble; noble; brilliant, glorious",rank_kingship_rule,0.411,0.49,False,483,0.217,0.224,0.325,0.242,0.182,0.226,0.411,0.402,0.278,0.274,0.266
ἀγαυρ-ίᾱμα,insolence,hostility_enmity,0.456,0.322,True,70,0.168,0.183,0.208,0.456,0.185,0.272,0.218,0.069,0.171,0.101,0.08
ἀγαυρ-ιάομαι,to be insolent,hostility_enmity,0.446,0.289,True,73,0.135,0.159,0.272,0.446,0.241,0.193,0.231,0.083,0.179,0.189,0.153
ἀγαυρός,"stately, proud",friendship_affection,0.228,0.303,False,206,0.117,0.173,0.228,0.188,0.055,0.13,0.159,0.154,0.113,0.154,0.17
ἀγάφθεγκτος,loud-sounding,friendship_affection,0.221,0.289,False,78,0.111,0.088,0.221,0.16,0.195,0.211,0.111,0.186,0.046,0.153,0.1
ἄγγᾰρα,daily stages of the,marriage,0.262,0.198,False,63,0.112,0.262,0.115,0.116,0.134,0.138,0.189,0.117,0.097,0.17,0.162
ἀγγᾰρ-εία,impressment for the public service; cursus publicus,friendship_affection,0.289,0.295,False,169,0.134,0.139,0.289,0.199,0.247,0.238,0.263,0.241,0.215,0.251,0.261
ἀγγᾰρ-ευτής,"one who impresses; impressed workman, labourer",servitude_slavery,0.368,0.3,False,184,0.153,0.19,0.347,0.23,0.322,0.251,0.266,0.224,0.368,0.187,0.275
ἀγγᾰρ-εύω,"press; to serve as an; press into service, Ev. Matt.; to be pressed into service; to be constrained",military_rank,0.427,0.312,False,309,0.111,0.255,0.198,0.199,0.314,0.237,0.203,0.427,0.41,0.268,0.235
ἀγγᾰρ-ήϊος,posting-system,messenger_herald_envoy,0.194,0.249,False,110,0.056,0.012,0.053,0.077,0.154,0.027,0.066,0.148,0.184,0.194,0.173
ἄγγᾰρος,mounted courier; courier; posting-mules; agarru,messenger_herald_envoy,0.594,0.259,True,383,0.178,0.16,0.209,0.164,0.161,0.167,0.156,0.189,0.246,0.594,0.207
ἀγγαροφορέω,bear as an,erotic_pederasty,0.203,0.265,False,114,0.088,0.029,0.122,0.188,0.103,0.203,0.176,0.194,0.152,0.18,0.168
ἀγγείδιον,gallbladder,erotic_pederasty,0.162,0.256,False,171,0.1,0.143,0.105,0.105,0.05,0.162,0.062,0.099,0.006,0.026,-0.003
ἀγγειο-λογέω,take up a vein and operate upon it,messenger_herald_envoy,0.16,0.261,False,191,0.101,0.128,0.051,-0.072,0.005,0.094,0.059,0.081,0.146,0.16,0.032
ἀγγεῖον,"vessel; jars; vases; mortar; tubs; vessels; pails; buckets; sacks; box; receptacle, reservoir; bed; coffin, sarcophagus; vessel, cavity; afterbirth; capsule; the body",marriage,0.353,0.68,False,1303,0.297,0.353,0.293,0.216,0.233,0.311,0.159,0.205,0.283,0.278,0.164
ἀγγειοτομία,section of a vein,kinship_family,0.192,0.376,False,62,0.192,0.061,0.031,0.005,-0.066,0.04,0.057,0.065,0.052,0.131,0.017
ἀγγειώδης,"like a vessel, hollow",messenger_herald_envoy,0.282,0.492,False,100,0.125,0.091,0.194,0.133,0.093,0.216,0.138,0.15,0.13,0.282,0.081
ἀγγελία,"message, tidings; a report of; concerning; a message about; news of; announcement, proclamation; command, order; messenger",military_rank,0.401,0.443,False,1173,0.171,0.172,0.263,0.226,0.268,0.208,0.215,0.401,0.233,0.358,0.214
ἀγγελια-φορέω,bear messages,messenger_herald_envoy,0.315,0.358,False,59,0.06,0.081,0.232,0.162,0.202,0.156,0.126,0.124,0.077,0.315,0.053
ἀγγελια-φόρος,messenger; Persian chamberlain,rank_kingship_rule,0.315,0.222,False,153,0.167,0.161,0.24,0.172,0.268,0.166,0.315,0.211,0.223,0.307,0.195
ἀγγελικός,of; for a messenger; conveying information; angelic,messenger_herald_envoy,0.272,0.472,False,499,0.157,0.11,0.237,0.187,0.237,0.181,0.15,0.209,0.116,0.272,0.159
