lemma,gloss,best_category,best_score,score_kinship_family,score_marriage,score_friendship_affection,score_hostility_enmity,score_hospitality_xenia,score_erotic_pederasty,score_rank_kingship_rule,score_military_rank,score_servitude_slavery,score_messenger_herald_envoy,score_civic_community
ἀκοιν-ωνησία,"non-existence of community; unsociableness; lack of community, incompatibility",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκοίτης,"bedfellow, husband; wife",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκόλουθ-ος,"following, attending on; follower, attendant; camp-followers; following after; following, consequent upon, in conformity with; consistent; conforming; correspondent; consistent with one another; in accordance with; consistently; in accordance with nature; analogical; analogically; consequent; follows",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄκουρος,"childless, without male heir; unshaven",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκου-στήριον,"lecture-hall; assembly of hearers, audience",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκρᾱτ-ίζομαι,drink neat wine; breakfast; bread dipped in wine; to breakfast on; entertain at breakfast,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄκρῐτος,"undistinguishable, confused; common undistinguished; confused; continual, unceasing; continuous chain of; countless; undecided, doubtful; which cannot be; predicted; is doubtful; uncertain; that will not come to a crisis; without decisive issue; unjudged, untried; without trial; not yet tried; subject to no judge; not giving judgement; not capable of judging; rash; recklessly; rashly, indiscreetly; indiscriminately; not exercising judgement, undiscriminating",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκρο-ᾱτικός,of; for hearing; lecturerʼs; fond of hearing,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκρο-φύλαξ,governor of a citadel,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκτάζω,"banquet on the shore, enjoy oneself",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀκτῑνο-κράτωρ,lord of the sunʼs rays,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄκτωρ,leader; leash,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄκῡρος,"without authority; invalid, unratified, obsolete; aside; not enforcing; having no right; power; over; less trust-worthy; into which neutral votes were thrown; less important; unimportant; impotent; used in improper sense",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλαστέω,to be full of wrath; to be distraught,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλαστ-ορία,vengeance of heaven,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλάστ-ορος,under influence of an; crying for vengeance; avenging,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλάστωρ,"avenging spirit; deity; scourge.; he who does deeds which merit vengeance, wretch",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλείπ-της,"anointer; trainer; teacher; aliptes, bath-attendant",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄλεκτρος,unwedded; that is no marriage,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλέκτωρ,"cock; yellow rattle, Rhinanthusmajor; husband, consort",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλεξί-γᾰμος,shunning marriage,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλε-τρίς,female slave who grinds corn; one of the noble maidens who preparedmeal,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἁλία,"assembly of people; meeting, assembly",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλίασσις,assembly; withdrawal,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἁλιαστάς,member of the,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἁλι-κρείων,lord of the sea,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλίμενος,"harbourless; shelterless, inhospitable",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλιτό-ξενος,sinning against oneʼs friend,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλκήεις,"valiant, courageous, h. Hom.; strong",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄλκῐμος,"stout, brave; fortifying; giving succour",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλληλο-μῑσέω,hate one another,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλληλο-φθονία,mutual envy,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλληλό-φῐλοι,fond of each other,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλο-εθνής,of foreign nation; with foreign foe,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλοῖος,"of another sort; kind, different; other than good; containing; subject to diversity; otherwise; worse",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλοι-ωτός,subject to change,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλο-παθής,subject to external influence; non-reflexive; transitively,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλότριος,"of; belonging to another; another manʼs; of what is anotherʼs; unlike their own; forced, unnatural; anotherʼs; inflicted by other hands; of a stranger; where one has not sown; as if it belonged to another; what belongs to others, not oneʼs own; foreign, strange; stranger; enemy; less near; hostile, unfavourably disposed; disinclined; alien, strange; estrangement; alien country, enemyʼs country; alien from; abnormal; superfluous; foreign to the purpose; unfavourably; less favourably; strangely, marvellously; in a manner foreign to",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλοτριόω,"estrange from; deprive; withdrawn; make hostile to; become estranged, be made enemy; to be prejudiced; disguise oneself from; to be inaccessible; to be unnatural, have a strange taste; to be alienated from oneʼs natural condition; to be alienated, fall into other hands",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλλό-φῡλος,"of another tribe, foreign; settled in another nome; alien to man, wild; with foreigners; alien, not oneʼs own",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλογ-έω,"pay no regard to; insult; to feel slighted; to be unreasonable; to be disregarded; commit an indiscretion, be misled; miscalculate; to be out of oneʼs senses; to be irregularly formed",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλογο-πάθεια,irrational affection,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄλοχος,"partner of oneʼs bed, wife; leman, concubine; unwedded",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἅλῠσις,"chain; chains, bondage; link",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλυτ-άρχης,chief of police at,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀλύτης,police-officer,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἁμαρτί-γαμος,failing of marriage,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄμεμπτος,"blameless, without reproach; without blame; less blameworthy; perfect in its kind; irreproachably; not blaming, well content",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμερσί-γᾰμος,robbing of wedlock,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμήτωρ,"motherless; that is no mother, unmotherly; childless",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄμικτος,"unmingled, that will not mingle; that will not blend; harmonize; unmixed, pure; unmixed with; uniform; not mingling with others, unsociable, savage; morose; refuse to admit; to; society; not mixing the breed; not having intercourse with; uncivilized; inhospitable",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμιχθαλόεις,inhospitable; smoky,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμμά,"mother; foster-mother, nurse",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμμία,mother; nurse,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄμνᾱμος,descendant,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμνήστευτος,unwooed; not sought in lawful wedlock; without honouiable wooing,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἁμόθι,"together, in common; without strife",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμορβ-άς,rural; attendant,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμορβ-ός,"follower, attendant; herdsman, shepherd; dark",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμύμων,"blameless, noble, excellent; a physician",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄμῡνα,"warding off an attack, self-defence; vengeance, requital",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμῡν-άθω,"defend, assist; ward off from oneself, repel; take vengeance on",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμύνω,"keep off, ward off; to be kept off; for; from whom; ward off; from; defend, aid, succour; aid ye give; he kept; off from; defend; succour; to aid; help!; means of defence; requite, repay; keep; ward off from oneself, guard; defend oneself against; requital, revenge:; defend oneself, act in self-defence; avenge oneself on; retaliate; are warded off; let him be driven away",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφί,"abhitas; ambi; on both sides;; about, for the sake of; for the possession of; for; sake; about, concerning; of; about, around; on both sides of; about; around; all round; round; upon; at, by; at; on; clinging to; over; in compass of; as concerning; as far as concerns; in; in virtue of; in respect of; concerning; added to; by, on; by; somewhere by; somewhere about; all about in; somewhere; somewhere on; to the neighbourhood of; and his train; army; next; school of; friends, Cra.; concerns; throughout, for; about, at the time of, during; about, around, on both; all sides; on both sides; on all sides; for the sake of",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφίδουλος,slave both by father and mother,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφί-δρομος,"running both ways; subject to a constant ebb and flow; on both sides; encompassing, enclosing",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφιέπω,"go about, be all round; crowns; beset, press hard; to be busy about, look after; dressed; do honour; reverence to; tend; heal; sway; guard, protect; frequent; cherish; go through; foster; enjoy; with good heed, carefully; that attends one; crowd about; accompany round about",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφικτυονεύω,"to be a member of the Amphictyonic Council; to be subject to the Amphictyony, Gött.Gel.Anz.",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφι-μήτριος,"round the womb, concerning it; shipʼs bilge; by different mother",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφιπολ-εύω,"serve as an attendant, tend, care for; serve, have the care of; hold the; office of; minister to; traverse, go about",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφίπολος,"busied about, busy; handmaid, waiting-woman; handmaid of gods, priestess; attendant, follower; priest, sacrist; frequented",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφίπῠρος,with fire at each end; with twin fires; bearing a torch in either hand; with fire all round,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφισ-βητητικός,"fond of disputing, disputatious, contentious; art of disputing, Sph.; argumentation",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀμφοδ-άρχης,officer commanding troops levied in a ward,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄνα,king,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγγέλλω,"carry back tidings of, report; tell of; proclaim",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάγγελος,from which no messenger returns,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγκ-αῖος,"of, with; by force:; constraining, applying force; of force; urgent; of constraint; of slavery; imposed by fate; fateful; fatal; compulsory nature; stress of circumstances; forcible, cogent; more authoritative; constrained, forced; perforce; trusty, serviceable; necessary; unnecessary; it is necessary to; a necessary; necessaries of life; things necessary to be done; appointed order of things, HG; indispensable; a bare minimum; the least; that was absolutely necessary; the least that could be called; a bare outline; the most distant degree; recognized by law; scanty, makeshift; connected by necessary; natural ties; related by blood; kinsfolk; efficacious; of fate; costly; of necessity, perforce; must; as best might be; in a narrow sense; strictly; privy",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάγκη,"force, constraint, necessity; perforce, of necessity; forcibly, by force; it must be that.., is necessary that; necessity; logical necessity, Metaph.; laws of nature; natural need; lie; necessary condition; fate, destiny; compulsion; violence, punishment; torture; under torture; duress, ‘force majeure’; stress; treatment by mechanical force; bodily pain, anguish; painfully; distress; tie of blood, kindred",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγν-ώστης,"reader, slave trained to read; secretary",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγν-ωστικός,"capable of reading, a good reader; fond of reading; suitable for reading",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ἀναγυρ-οῦς,from Anagyrus; to A.; at A.; man of this deme,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγ-ωγή,"leading up; taking a ship into the high sea, putting to sea; bringing upstream; bringing up; expectoration; vomiting, Epid.; expectorants, Morb.; bringing up, rearing; lifting up of the soul; evocation; sublimation; distillation; referring; resolution; reference; return; reference of a claimant; delivery, payment",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναγ-ώγιος,"raising the mind to heavenly things, mystical; reward for restoration of a fugitive slave",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάδελφος,without brother; sister,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναδέχομαι,"take up, catch, receive; receive, entertain; take upon oneself, submit to; acknowledge; accept, receive; accept; admit of; undertake; take upon oneself; give security to one; go bail for; undertake to satisfy; take back; experience, suffer; wait for",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάδῐκ-ος,tried over again; subject to appcal,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναδουλόω,reduce to slavery again,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάεδνος,without bride-price; bringing no gifts,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνά-θρεπτος,foster-child; verna,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναιρέω,"take up; having raised; take up and carry off, bear away; make away with, destroy; kill; abrogate, annul; abolish; destroy; confute; confute directly; do away with; deny; appoint, ordain; answer, give a response; give an oracle; take up for oneself, take up, pick up; achieve, win; take; I should take; into my service; get; exact; take up and carry off, snatch; take up for burial; take up in oneʼs arms; own; conceive in the womb; withdraw; upon oneself, undertake; against; undertake, contract for the execution of; accept as oneʼs own, adopt; entertain; rescind, cancel",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνακηρ-ύσσω,"proclaim by voice of herald, publish abroad; proclaim; extol, sing praises of; put up to auction; offer by voice of herald",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάκρισις,"examination; previous examination; preparation; begin proceedings; the first forms of law; inquiry, examination; preliminary examination; examination, testing; quarrel, dispute; disputation",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνακριτήρ,examining magistrate,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνακτάομαι,"regain for oneself, recover; repair, retrieve; refresh, revive; reinstate; restore; win; over, gain; favour; friendship",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνα-κτητέος,"able to be recovered; one must recover, recruit",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνακτόριος,"belonging to a lord; king, royal",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνα-λέκτης,"-lecta, slave who picked up broken meats",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναμείγνῡμι,"mix up, mix together; to be mixed; join company; have social intercourse",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνανδρ-ία,"want of manhood; unmanliness, cowardice; unmarried womanhood",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναντᾰγώνιστος,"without a struggle; unchallenged; unalloyed; without having to strive for it; irresistible; without a rival, incomparable",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄναξ,"lord, master; sons; brothers of kings; lord; master of the house; master; owner; lords",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναξί-αλος,lord of the sea,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναξι-βρέντας,lord of the thunder,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναξί-μολπος,queen of song,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάξιος,"kingly, royal",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναπράσσω,"exact, levy; demand back; exact the fulfilment of; distrain upon; exact for oneself",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάρσιος,"incongruous:; hostile, implacable; enemies; untoward, strange",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάρτιος,"uneven, odd; at odds with one, hostile",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναρχ-ία,"lack of a leader; no commander; lawlessness, anarchy; independence; a year during which there was no archon; not holding office",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄναρχ-ος,without head; chief; without any regular magistrates; holding no office; magistracy; not qualified to hold office; without beginning; without first principles,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἄνασσα,"queen, lady; authoress; royal",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνάσσω,"to be lord, master; to be lord, hold sway in..; to be lord of..; to be master of; the kings; to have been king; to be ruled; lord of; is held as lord",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναφύω,"produce again; let grow; foster; produce; grow up; grow again; recover, make a fresh start",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀναχωρ-έω,"go back; walk backwards; retire, withdraw; they had retired; returned; were forced; to retire to..; come back; revert to the rightful heir; withdraw, retire; retire from; from; inland; obsolete; recondite; strike, refuse to work",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνδοκ-ιάρχης,officer in charge of,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνδραγάθ-ημα,"brave, manly deed",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνδρ-άγρια,spoils of a slain enemy,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνδρ-άδελφος,"husbandʼs brother, brother-in-law; husbandʼs sister",kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ἀνδραποδ-ίζω,enslave; sell the free men; into slavery; to be sold into slavery; kidnap,kinship_family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
