lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
ἀριστο-γᾰλᾰτίας,urn:cite2:hmt:lsj.chicago_md:n15107,civic_community,seed,0.423,0.242,0.182,104,"chief citizen of the province of Galatia, Class.Rev."
ἰσοπολῑτ-ης,urn:cite2:hmt:lsj.chicago_md:n51128,civic_community,seed,0.421,0.424,-0.004,456,enjoying equal political rights; enjoying reciprocity of rights; municipia; enjoying such rights; equitable citizen
τρῐᾱκάς,urn:cite2:hmt:lsj.chicago_md:n104732,civic_community,seed,0.418,0.233,0.185,1019,"the number thirty; the thirtieth day of the month.; a month; a religious association of thirty persons, fraction of the deme; a company of thirty"
κύκλος,urn:cite2:hmt:lsj.chicago_md:n60646,civic_community,seed,0.416,0.417,-0.002,5930,"ring, circle; circle; circles; in a circle; ring, round about; round; around; from all sides; all over; circumstances; any circular body; wheel; janker; trencher; place of assembly; amphitheatre; crowd of people standing round, ring; circle of people; place in the; where domestic utensils were sold; vault; parallels; the zones; orb, disk; the heavenly bodies; wall round; circular fort; round shield; eye-balls, eyes; eye; cheeks; wreath; cycle; collection of legends; poems; the Epic cycle; circular motion, orbit; revolution; years; cycles; train; circular dance; a rounded period; anapaest; sphere, globe"
συνθῐᾰσ-ῑτεύω,urn:cite2:hmt:lsj.chicago_md:n100613,civic_community,seed,0.411,0.29,0.121,94,to be a fellow-member of a
συντελεσ-τής,urn:cite2:hmt:lsj.chicago_md:n100986,civic_community,seed,0.408,0.337,0.071,191,member of a land-owners’ union which is responsible for the collection and payment of its taxes
ἰσόνομ-ος,urn:cite2:hmt:lsj.chicago_md:n51102,civic_community,seed,0.405,0.353,0.052,493,where all have equal rights; enjoying full citizen rights; at par
οὐρᾰνο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n75952,civic_community,seed,0.401,0.317,0.084,152,citizen of heaven
ἑταῖρ-ος,urn:cite2:hmt:lsj.chicago_md:n43089,erotic_pederasty,seed+embed,0.75,0.387,0.363,2574,"comrade, companion; comrades-in-arms; messmate; fellowslave; partner; mates; pupil, disciple; fellow-pupils; partisans; club-mates; members of a religious guild; lovers; guards; cavalry; retinue; Comites; associate of; closest companions; constant to; gregarious; companion; courtesan; prostitute"
Κορίνθιος,urn:cite2:hmt:lsj.chicago_md:n59117,erotic_pederasty,seed+embed,0.75,0.291,0.46,365,Corinthian; courtesan; in Corinthian fashion
ἐράω,urn:cite2:hmt:lsj.chicago_md:n42155,erotic_pederasty,seed+embed,0.736,0.568,0.167,1652,love; to be in love with; a lover; the beloved one; delicias ejus; love warmly; desire passionately; desire
φίλος,urn:cite2:hmt:lsj.chicago_md:n111463,erotic_pederasty,seed+embed,0.736,0.528,0.207,6028,"beloved, dear; dear; friend; friends, kith and kin; a friend; friends; allies; a lover; my friend; dear one, friend; wife; mother; mistress; an object of love; what; loves; darling; oneʼs nearest and dearest, dear ones; pleasant, welcome; pleasure; pleases; after; heart; please; oneʼs own; a.; his own; their wonted; loving, friendly; friendly; kindly, pleasing; kindly; fond of; attached to; fain; in a manner dear; pleasing; in a friendly, kindly spirit"
βασσάρ-α,urn:cite2:hmt:lsj.chicago_md:n19580,erotic_pederasty,seed+embed,0.715,0.262,0.454,316,"fox; dress of Thracian bacchanals; Thracian bacchanal; impudent woman, courtesan"
ἑταιρ-ίζω,urn:cite2:hmt:lsj.chicago_md:n43082,erotic_pederasty,seed+embed,0.706,0.422,0.285,556,"to be; comrade; associate with oneself, choose for oneʼs comrade; win over; to be a courtesan; associate with"
ἐργᾰσ-ία,urn:cite2:hmt:lsj.chicago_md:n42168,erotic_pederasty,embed,0.695,0.459,0.235,2740,"work, business; labour; work; da operam ut..; SC. de Stratonicensibus; function; working at, making, manufacture; making up; wrought by; hands; production; making; administration; working; tillage; preparation; treatment; trade, business; trade; business; a courtesanʼs trade; intercourse; earnings; practising, exercising; work of art, production; works; execution; elaboration; guild; company; Altertümer von Hierapolis"
ἀντιφῐλ-ία,urn:cite2:hmt:lsj.chicago_md:n10655,erotic_pederasty,embed,0.674,0.458,0.216,60,mutual affection
φῐλεραστ-ία,urn:cite2:hmt:lsj.chicago_md:n110934,erotic_pederasty,seed+embed,0.666,0.576,0.09,82,devotion to a lover
ἔρως,urn:cite2:hmt:lsj.chicago_md:n42840,erotic_pederasty,seed+embed,0.664,0.568,0.095,1512,"love; love for; love of; desire for i; loves, amours; desires; object of love; desire; passionate joy; the god of love; funeral wreath"
ἔρᾰμαι,urn:cite2:hmt:lsj.chicago_md:n42109,erotic_pederasty,embed,0.661,0.552,0.11,1471,"love; desire passionately, lust after; desire eagerly"
ἐμπορ-ικός,urn:cite2:hmt:lsj.chicago_md:n34490,erotic_pederasty,embed,0.653,0.384,0.27,827,"of; for commerce, mercantile; to be used in trade; of commerce; the class of merchant-seamen; with an aptitude for trade; camp-traders, sutlers; imported, foreign; a travellerʼs; a romance; in mercantile fashion"
βεργαΐζω,urn:cite2:hmt:lsj.chicago_md:n19816,erotic_pederasty,embed,0.649,0.377,0.272,190,romance
καταπορν-εύω,urn:cite2:hmt:lsj.chicago_md:n54888,erotic_pederasty,embed,0.649,0.331,0.318,246,"prostitute; violate, treat as prostitutes; squander on courtesans"
ἀντιμαίνομαι,urn:cite2:hmt:lsj.chicago_md:n10124,erotic_pederasty,seed+embed,0.646,0.542,0.104,179,to be filled with passion for a lover in return; rage against
ἐράσμιος,urn:cite2:hmt:lsj.chicago_md:n42130,erotic_pederasty,embed,0.645,0.499,0.147,382,"lovely, pleasant; beloved, desired; affectionately"
ἑταιρ-οτρόφος,urn:cite2:hmt:lsj.chicago_md:n43093,erotic_pederasty,embed,0.644,0.31,0.334,79,keeping mistresses
φῐλαλληλ-ία,urn:cite2:hmt:lsj.chicago_md:n110835,erotic_pederasty,embed,0.642,0.405,0.238,136,mutual love; affinity
ἀΐτας,urn:cite2:hmt:lsj.chicago_md:n2752,erotic_pederasty,seed+embed,0.637,0.42,0.218,335,a beloved youth; lover
εἰσπνήλας,urn:cite2:hmt:lsj.chicago_md:n31503,erotic_pederasty,seed+embed,0.637,0.406,0.231,96,lover
ἐπιθῡμ-ητής,urn:cite2:hmt:lsj.chicago_md:n39486,erotic_pederasty,seed+embed,0.637,0.537,0.1,370,one who longs for; desires; lover; follower; one who lusts
ἐραστ-ής,urn:cite2:hmt:lsj.chicago_md:n42132,erotic_pederasty,seed+embed,0.637,0.527,0.11,693,lover; admirer; an adherent; eager for; fond
ἐράστ-ρια,urn:cite2:hmt:lsj.chicago_md:n42135,erotic_pederasty,seed+embed,0.637,0.406,0.231,122,lover
καιρό-φῐλος,urn:cite2:hmt:lsj.chicago_md:n52045,erotic_pederasty,seed+embed,0.637,0.406,0.231,101,lover; observer of times
φῐλ-ητής,urn:cite2:hmt:lsj.chicago_md:n111016,erotic_pederasty,seed+embed,0.637,0.406,0.231,54,lover
φῐλ-ήτωρ,urn:cite2:hmt:lsj.chicago_md:n111021,erotic_pederasty,seed+embed,0.637,0.429,0.209,330,lover; paramour; dear to; heart; darling; loving
φῐλ-οίφᾱς,urn:cite2:hmt:lsj.chicago_md:n111199,erotic_pederasty,embed,0.633,0.481,0.152,134,"loving sexual intercourse, lecherous"
φῐλο-πᾰθής,urn:cite2:hmt:lsj.chicago_md:n111356,erotic_pederasty,embed,0.624,0.537,0.087,76,"devoted to oneʼs passions, sensual"
ὀργ-άω,urn:cite2:hmt:lsj.chicago_md:n74764,erotic_pederasty,embed,0.616,0.544,0.072,1623,"to be getting ready to bear, growing ripe; swell; grows ripe; turgid; wax wanton, be rampant; to be in heat, desire sexual intercourse; to be eager; ready, to be excited; under the influence of passion; to be urgent"
ἐπιθῡμ-ία,urn:cite2:hmt:lsj.chicago_md:n39489,erotic_pederasty,embed,0.613,0.575,0.038,1006,"desire, yearning; by passion; appetite; sexual desire, lust; longing after; desire of; for; an inclination; object of desire"
φῐλάνωρ,urn:cite2:hmt:lsj.chicago_md:n110859,erotic_pederasty,embed,0.613,0.547,0.065,306,"fond of a man, amorous, conjugal; kindly; fond of men"
φῐλο-συμβίωτος,urn:cite2:hmt:lsj.chicago_md:n111509,erotic_pederasty,seed+embed,0.613,0.375,0.239,75,lover of oneʼs spouse
γῠναικ-εραστέω,urn:cite2:hmt:lsj.chicago_md:n23012,erotic_pederasty,seed+embed,0.611,0.432,0.179,110,to be a lover of women; woman-lover
Σῐνωπίζω,urn:cite2:hmt:lsj.chicago_md:n94256,erotic_pederasty,seed+embed,0.609,0.27,0.339,61,behave like the courtesan Sinope
θοιν-αρμόστρια,urn:cite2:hmt:lsj.chicago_md:n48923,erotic_pederasty,seed+embed,0.601,0.37,0.232,200,mistress of the banquet
συνεράω,urn:cite2:hmt:lsj.chicago_md:n100371,erotic_pederasty,embed,0.6,0.367,0.233,451,love jointly; together with; loves they had enjoyed together
συμφῐλέω,urn:cite2:hmt:lsj.chicago_md:n98906,erotic_pederasty,embed,0.596,0.45,0.146,65,love mutually
σώφρων,urn:cite2:hmt:lsj.chicago_md:n102117,erotic_pederasty,embed,0.596,0.51,0.087,1935,"of sound mind; discreet, prudent; reasonable; having control over the sensual desires, temperate, self-controlled, chaste; moderate; cautiously; more moderate"
ἀλληλο-φῐλέω,urn:cite2:hmt:lsj.chicago_md:n4425,erotic_pederasty,embed,0.588,0.386,0.202,61,love one another
μέλ-ημα,urn:cite2:hmt:lsj.chicago_md:n65978,erotic_pederasty,embed,0.587,0.517,0.071,461,"object of care, beloved object, darling; charge, duty; care, anxiety"
συμπερι-φορά,urn:cite2:hmt:lsj.chicago_md:n98673,erotic_pederasty,embed,0.587,0.449,0.138,597,"intercourse, companionship, society; social intercourse; accommodating temper, indulgence, complaisance"
Ἀφροδισ-ιασμός,urn:cite2:hmt:lsj.chicago_md:n18512,erotic_pederasty,embed,0.586,0.485,0.101,105,"sexual intercourse, lustfulness"
ἐπιμειξία,urn:cite2:hmt:lsj.chicago_md:n40147,erotic_pederasty,embed,0.584,0.416,0.168,571,"mixing with; intercourse, dealings; in common with..; intercourse; mixture, combination"
στερκ-τικός,urn:cite2:hmt:lsj.chicago_md:n96592,erotic_pederasty,embed,0.581,0.468,0.112,198,"disposed to love, affectionate"
μῑσ-ητία,urn:cite2:hmt:lsj.chicago_md:n67982,erotic_pederasty,embed,0.576,0.678,-0.102,143,"lust, lewdness; greed"
ὕβρις,urn:cite2:hmt:lsj.chicago_md:n106177,erotic_pederasty,embed,0.576,0.508,0.068,2969,"wanton violence; insolence; in wantonness; lust, lewdness; violence; an outrage; outrage; wanton acts, outrages; an outrage on the person; violation, rape; the more serious injuries done to the person; a loss by sea; a violent, overbearing man"
πᾰθ-η,urn:cite2:hmt:lsj.chicago_md:n76512,erotic_pederasty,embed,0.575,0.45,0.125,565,"passive state; what is done; happens; what happened; that had happened; suffering, misfortune; morbid affections"
μάργ-ος,urn:cite2:hmt:lsj.chicago_md:n65018,erotic_pederasty,embed,0.57,0.466,0.103,755,"mad; madman; rampant, furious; greedy, gluttonous; lewd, lustful"
μάχλ-ος,urn:cite2:hmt:lsj.chicago_md:n65310,erotic_pederasty,embed,0.57,0.466,0.103,368,"lewd, lustful; wanton, luxuriant; wanton, insolent"
μύκλα,urn:cite2:hmt:lsj.chicago_md:n69095,erotic_pederasty,embed,0.57,0.466,0.103,326,"black stripe; a fold on its neck; ass; lewd, lustful"
ἐπιθῡμ-ητικός,urn:cite2:hmt:lsj.chicago_md:n39487,erotic_pederasty,embed,0.567,0.539,0.028,392,"desiring, coveting; lusting after; that; which is the seat of the desires and affections"
οἰκο-δέσποινα,urn:cite2:hmt:lsj.chicago_md:n72312,erotic_pederasty,seed+embed,0.567,0.318,0.25,140,mistress of a family
ἀγαπ-ητός,urn:cite2:hmt:lsj.chicago_md:n354,erotic_pederasty,embed,0.565,0.479,0.086,1217,"that wherewith one must be content; to be acquiesced in; one must be content; desirable; beloved; gladly, contentedly; just enough to content one, barely, scarcely"
ἐρᾰτός,urn:cite2:hmt:lsj.chicago_md:n42143,erotic_pederasty,embed,0.565,0.479,0.086,804,lovely; beloved
μεγᾰλό-ψῡχος,urn:cite2:hmt:lsj.chicago_md:n65529,erotic_pederasty,embed,0.565,0.373,0.192,425,"high-souled, generous; romantic, Quixotic"
ἐπιτερπ-ής,urn:cite2:hmt:lsj.chicago_md:n41307,erotic_pederasty,embed,0.564,0.6,-0.036,368,"pleasing, delightful; devoted to pleasure; pleasant companion"
μαχλ-οσύνη,urn:cite2:hmt:lsj.chicago_md:n65311,erotic_pederasty,embed,0.564,0.501,0.063,216,"lewdness, lust"
ὁμῑλ-ία,urn:cite2:hmt:lsj.chicago_md:n73505,erotic_pederasty,embed,0.564,0.416,0.148,2075,"intercourse, company; communion; intercourse with; society; private life; persuasion; association; intercourse; sexual intercourse; instruction; lecture; practice; usage; common; association, company; fellow-sojourners; mates"
συνουσί-α,urn:cite2:hmt:lsj.chicago_md:n100906,erotic_pederasty,embed,0.564,0.402,0.163,1910,"being with; together; social intercourse, society; intercourse with; communion with..; by long intercourse with; conversation; conversation together; habitual association, constant resort; intercourse with a teacher, attendance at his teaching; sexual intercourse; copulation; sum; a society, company, party; parties, conversazioni"
συνήθης,urn:cite2:hmt:lsj.chicago_md:n100524,erotic_pederasty,embed,0.563,0.446,0.117,1859,"dwelling; living together, accustomed; used to each other; like each other in habits; acquaintances; well-acquainted; intimate with; friend, intimate; habituated, accustomed; bred with; wonted; habitual, customary, usual; customary; habitual; custom; in common use; usage; acquainted, friendly with; habitually, as is usual; according to common usage; commonly"
τρόφ-ῐμος,urn:cite2:hmt:lsj.chicago_md:n105557,erotic_pederasty,seed+embed,0.559,0.53,0.029,1943,"nourishing, nutritious; nutritive; young master; erilis filius; the mistress; maintenance, sustenance; food-supply; for board; nursling, foster-child; our nurslings, pupils; Bis Acc.; kept in the house; healthy, strong, well-nourished; flourishing, luxuriant; viable, capable of life"
φίλ-ερως,urn:cite2:hmt:lsj.chicago_md:n110951,erotic_pederasty,embed,0.559,0.462,0.097,126,"prone to love, amorous"
ἐπιχράομαι,urn:cite2:hmt:lsj.chicago_md:n41661a,erotic_pederasty,embed,0.558,0.46,0.098,308,make use of besides; to have the use of; besides; make use of also; have dealings with; intimate
μῑσ-ητός,urn:cite2:hmt:lsj.chicago_md:n67985,erotic_pederasty,embed,0.558,0.451,0.107,320,"hateful; lustful, lewd; prostitute; insatiate"
ὑβρ-ιστής,urn:cite2:hmt:lsj.chicago_md:n106184,erotic_pederasty,embed,0.558,0.451,0.107,1162,"violent, wanton, licentious, insolent man; sarcastic; lustful, lewd; insolent; wanton, restive, unruly; proud"
ἄνυμφος,urn:cite2:hmt:lsj.chicago_md:n10841,erotic_pederasty,seed+embed,0.553,0.337,0.216,264,"not bridal; that is no bride, unhappy; without bride; mistress"
δέσποινα,urn:cite2:hmt:lsj.chicago_md:n24193,erotic_pederasty,seed+embed,0.553,0.337,0.216,740,"mistress, lady of the house; mistress; princess, queen; Empress"
