lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
κόλλ-ησις,urn:cite2:hmt:lsj.chicago_md:n58597,friendship_affection,seed+embed,0.771,0.315,0.456,784,"gluing; soldering; fixing tight, close fastening; closing up; binding material; union of a verse quotation with prose; close friendship; apparent contact"
φῐλότης,urn:cite2:hmt:lsj.chicago_md:n111537,friendship_affection,seed+embed,0.768,0.607,0.161,2000,"friendship, love, affection; in, with, from friendship; affection; in affection; friendly; friendship with, affection for; love; my dear friend; friendship between states; sexual love; intercourse"
φῐλ-ησις,urn:cite2:hmt:lsj.chicago_md:n111010,friendship_affection,seed+embed,0.758,0.582,0.176,125,"loving, affection"
συνέχω,urn:cite2:hmt:lsj.chicago_md:n100502,friendship_affection,seed+embed,0.746,0.383,0.363,6144,"hold; keep together, confine, secure; together; meet; enclosed, compassed; closed; stopped; close; trapped; sticks together; was; keep together, keep from dispersing; continue, keep on; keep; preserve; maintain; to be continuous; to be maintained; together, keep; from falling to pieces, maintain; conducted; together, make; pull in time; keep together in friendship; engage in close combat; occupy; engage; contain, comprise, embrace; the chief matter; the chief reason for..; the chief means of..; chief; is chiefly caused; detain; sequestrate; keep under arrest; held; constrain; force; oppress; to be constrained, distressed, afflicted; to be affected by; constrain, hinder, hold back; shut up; was stayed; hold at the same time; buy up and withhold, make a corner in; to be accompanied by; also received..; to be connected with"
ἑταιρ-ικός,urn:cite2:hmt:lsj.chicago_md:n43083,friendship_affection,seed+embed,0.744,0.469,0.275,935,"of; befitting a companion :; companionship; factions, clubs; collegia; ties of party; guards; like a; meretricious; custom of; concerning; meretriciously; tax on courtesans"
ὁμηλῠσία,urn:cite2:hmt:lsj.chicago_md:n73467,friendship_affection,embed,0.744,0.428,0.316,50,companionship
συγκερ-άννῡμι,urn:cite2:hmt:lsj.chicago_md:n97779,friendship_affection,embed,0.731,0.446,0.285,2204,"mix, blend with; temper; by a mixture; mix together, commingle; make a mixture; attemper, compose; to be mixed; blended with, coalesce; to be commingled, blended; commingled; to be formed by close union; form a close; to be closely attached to, be close friends with; to become closely acquainted with, become deeply involved in; deeply affected; mix with; for oneself"
οἰκεί-ωσις,urn:cite2:hmt:lsj.chicago_md:n72263,friendship_affection,seed+embed,0.73,0.527,0.203,511,"appropriation; profits; affinity; attraction, affection; propensity; becoming familiar with"
συμφῐλία,urn:cite2:hmt:lsj.chicago_md:n98907,friendship_affection,seed+embed,0.73,0.3,0.43,69,mutual friendship
χάρις,urn:cite2:hmt:lsj.chicago_md:n113388,friendship_affection,seed+embed,0.73,0.578,0.152,12024,"grace; outward grace; fauour, beauty; graces; gracefully; glory; favour felt; grace, kindness, goodwill; for; towards; kind feeling towards; partiality, favour; sense of favour; thankfulness, gratitude; thanks for; a sense of favour, feel grateful; gratitude; thanks; thanks from; thank; favour, influence; love-charm, philtre; a favour; boon; to oblige; indulge, humour; a boon; a return; favours; favour; grant; grants; favours granted; gratification, delight; in; from; a delight; homage due; worship, majesty; thank-offering; favour, for; pleasure, for; sake; pleasure; for the sake of, on behalf of, on account of; reason?; as far as regards.., as to; if; would serve; about; being a favour, since it is (was) a favour; to do a pleasure; for the sake; as a favour, freely; to; heartʼs content; from partiality; gratification, pleasure; gratefully; pleasing; of pure good will; the cypress; myrtle; salt; Charis; the Graces; Graces"
ἀγαπάζω,urn:cite2:hmt:lsj.chicago_md:n345,friendship_affection,seed+embed,0.721,0.447,0.275,791,"treat with affection, receive with outward signs of love; show signs of love, caress; welcome, receive gratefully"
προσφίλ-εια,urn:cite2:hmt:lsj.chicago_md:n90317,friendship_affection,seed+embed,0.714,0.346,0.368,74,"kindness, goodwill"
συνημοσύνη,urn:cite2:hmt:lsj.chicago_md:n100541,friendship_affection,seed+embed,0.713,0.329,0.385,180,"agreements, covenants; ties of friendship; relationship"
φῐλέω,urn:cite2:hmt:lsj.chicago_md:n110979,friendship_affection,seed+embed,0.707,0.594,0.113,6155,"love, regard with affection; sexual love; friends; to be beloved; treat affectionately; kindly; welcome, entertain; a kind host?; welcome shalt thou be; regard with affection; love; cherishes; loved and cherished; show outward signs of love; kiss; kiss on; she kissed; kiss each otherʼs; like, approve; pray; speak as a true friend’; be fond; to be wont; used to; usually; is wont; it is usual"
φῐλί-α,urn:cite2:hmt:lsj.chicago_md:n111023,friendship_affection,seed+embed,0.704,0.733,-0.029,2645,"affectionate regard, friendship; loving; affection; family circle; regard; friendship; friendship for; friendship with; friendliness, amiability; fondness; fondness, liking for; the natural force which unites discordant elements and movements; three; six"
φιλημ-οσύνη,urn:cite2:hmt:lsj.chicago_md:n110998,friendship_affection,seed+embed,0.703,0.518,0.185,94,"friendliness, affection"
ἐπιτηδ-ειότης,urn:cite2:hmt:lsj.chicago_md:n41336,friendship_affection,embed,0.702,0.43,0.272,440,"fitness, suitableness, convenience; tendency, liability; material; requirement; friendliness, kindness"
μετα-ρρέω,urn:cite2:hmt:lsj.chicago_md:n66909,friendship_affection,embed,0.702,0.545,0.157,470,"flow differently: change to and fro, ebb and flow; change from one side to the other; change sides, transfer oneʼs allegiance; affections"
οἰκειότης,urn:cite2:hmt:lsj.chicago_md:n72255,friendship_affection,seed+embed,0.702,0.457,0.245,670,"a being; kindred, relationship; intimacy, friendship; connexion; living together as man and wife, domesticity, marriage; proper sense; conformity to nature; environment"
ὁμοιοπαθ-έω,urn:cite2:hmt:lsj.chicago_md:n73656,friendship_affection,embed,0.702,0.545,0.157,241,"have similar feelings; affections; to be subject to the same laws, to be homogeneous; to be affected in sympathy"
ὁμοπαθ-ής,urn:cite2:hmt:lsj.chicago_md:n73778,friendship_affection,embed,0.7,0.503,0.197,325,"of the same feelings; affections, sympathetic; affected in the same way as others by"
ἀγάπ-ησις,urn:cite2:hmt:lsj.chicago_md:n350,friendship_affection,seed,0.691,0.532,0.159,172,affection
ἀσπ-ασμός,urn:cite2:hmt:lsj.chicago_md:n16360,friendship_affection,seed,0.691,0.532,0.159,274,"greeting, embrace; salutation; affection"
ἐμπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n34197,friendship_affection,seed,0.691,0.532,0.159,201,affection; passion; partiality
προσπαθ-ής,urn:cite2:hmt:lsj.chicago_md:n89876,friendship_affection,seed,0.691,0.532,0.159,327,impressionable; warmly attached; affection; with prejudice
φῐλοστοργ-έω,urn:cite2:hmt:lsj.chicago_md:n111500,friendship_affection,seed,0.691,0.532,0.159,419,love tenderly; affection; love
φῐλόστοργ-ος,urn:cite2:hmt:lsj.chicago_md:n111502,friendship_affection,seed,0.691,0.532,0.159,998,"loving tenderly, affectionate; affection; nihil; literae; scriptae"
ἄρθμιος,urn:cite2:hmt:lsj.chicago_md:n15001,friendship_affection,seed,0.683,0.444,0.239,329,"united; in league with; peaceful relations, friendship; calm"
ἀνακτάομαι,urn:cite2:hmt:lsj.chicago_md:n6820,friendship_affection,seed,0.658,0.378,0.28,797,"regain for oneself, recover; repair, retrieve; refresh, revive; reinstate; restore; win; over, gain; favour; friendship"
συναστρ-ία,urn:cite2:hmt:lsj.chicago_md:n99556,friendship_affection,seed,0.658,0.309,0.35,300,favourable conjunction of the stars; Cat. Cod.Astr.; friendship
σύστᾰσις,urn:cite2:hmt:lsj.chicago_md:n101445,friendship_affection,seed,0.658,0.488,0.17,4266,"bringing together, introduction, recommendation; care, guardianship; power of attorney; communication; protection; proof; confirmation; standing together, close combat, conflict; disturbance; conflict; meeting, accumulation; combination; knot of men assembled; knots; political union; unions; contingent of four light-armed; friendship; alliance; conspiracy; composition, structure, constitution; plot; expression; political constitution; consisting; coming into existence, formation; density; consistency; degree of solidity, consistency; solid knot; lump; a substance"
φῐλ-ητήσιος,urn:cite2:hmt:lsj.chicago_md:n111017,friendship_affection,seed,0.658,0.558,0.1,119,productive of love; friendship
φίλιος,urn:cite2:hmt:lsj.chicago_md:n111032,friendship_affection,seed,0.658,0.501,0.157,2030,"friendly; friendly to; belonging to a friendly power; to friends; of friends; friendly country; property of friends; friendship; as god of friendship; kindly, gracious; beloved, dear"
διαλύω,urn:cite2:hmt:lsj.chicago_md:n25194,friendship_affection,seed,0.657,0.403,0.254,3958,"loose one from another, part asunder; untwining; break; up, dismiss; break up; disband; disperse; part; die; dissolve; break up, destroy; disperse, break up; thaw; break off, put an end to; separate, be divorced; dissolve friendship; put an end to; reconcile; to be parted from; to be reconciled, make up a quarrel; put an end to, do away with; cancel; settle; solve; pay the full; pay, discharge; satisfy; pay; off; order; to be paid; to have; paid to oneself; relax, weaken; make supple and pliant; in loose order; lax; slacken oneʼs hold, undo"
συμπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n98479,friendship_affection,seed,0.654,0.479,0.176,903,"fellow-feeling, sympathy; pity; mea; self-pity; corresponding ‘affection’; quality, affinity, Ep.; affinity; which vibrate together; sympathetic vibration; affinity, concord; analogy; sympathetic affection"
φῐλ-ητικός,urn:cite2:hmt:lsj.chicago_md:n111018,friendship_affection,seed,0.649,0.636,0.012,234,disposed to love; affectionate; fond of kissing
στέργ-ηθρον,urn:cite2:hmt:lsj.chicago_md:n96537,friendship_affection,seed,0.648,0.556,0.093,305,"love-charm; love itself, affection"
εὔνοιᾰ,urn:cite2:hmt:lsj.chicago_md:n44552,friendship_affection,seed,0.647,0.509,0.137,1687,"goodwill, favour; partially; for the love; for love; goodwill towards; favour; wish heartily; impulses of kindness, favours; acts of kindness, favours; gift; present in token of goodwill; benevolences"
ἀγαπάω,urn:cite2:hmt:lsj.chicago_md:n346,friendship_affection,seed,0.645,0.635,0.011,2927,"greet with affection; show affection for; to be regarded with affection; love; to be fond of; persuade, entreat; caress, pet; to be fond of, prize, desire; prefer; highly prized, precious stones; to be well pleased, contented; to be well content; to be contented with; tolerate, put up with; may be content with; to be content; to be fond; wont"
ἰδῐο-ξενία,urn:cite2:hmt:lsj.chicago_md:n49856,friendship_affection,seed,0.645,0.311,0.334,67,private friendship
φῐλάλληλ-ος,urn:cite2:hmt:lsj.chicago_md:n110836,friendship_affection,seed,0.636,0.596,0.04,298,of mutual affection; fond of one another
διαλλ-ᾰγή,urn:cite2:hmt:lsj.chicago_md:n25153,friendship_affection,seed,0.634,0.361,0.273,457,"interchange; change; to friendship, reconciliation; difference"
ἑταιρ-εία,urn:cite2:hmt:lsj.chicago_md:n43072,friendship_affection,seed,0.632,0.564,0.067,1049,"association, brotherhood; social group; political club; union for party purposes; collegium; collegium Lupercorum Juliorum; friendly connexion, friendship, comradeship"
προθῡμ-ία,urn:cite2:hmt:lsj.chicago_md:n87537,friendship_affection,seed,0.632,0.489,0.143,1587,"readiness, willingness, eagerness; zeal; eagerness; desire; by the will; readiness; will; purpose; goodwill, ready kindness"
ἐπιτήδ-ειος,urn:cite2:hmt:lsj.chicago_md:n41335,friendship_affection,seed,0.631,0.504,0.126,2505,"made for an end; purpose, fit; adapted for; it, suitable, convenient; most fit; convenient; fit; deserving; him who deserved it; likely; inclined; useful, serviceable, necessary; serviceable for..; advantage; requisite, necessaries; provisions; what is requisite, needful; serviceable, friendly; conformable to; will; favourable; a close friend; friends; studiously, carefully; suitably, conveniently, fitly; on friendly terms"
φῐλοτήσιος,urn:cite2:hmt:lsj.chicago_md:n111538,friendship_affection,seed,0.625,0.438,0.186,846,"of friendship; love, promoting it; sacred to friendship; loving"
αὐτο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n17849,friendship_affection,seed,0.619,0.475,0.144,268,oneʼs own experience; primary affection; reflexive
πρωτοπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n91016,friendship_affection,seed,0.619,0.475,0.144,94,primary affection; symptom
ὁμό-στοργος,urn:cite2:hmt:lsj.chicago_md:n73841,friendship_affection,seed,0.618,0.447,0.171,73,feeling the same affection
ἀρθμός,urn:cite2:hmt:lsj.chicago_md:n15002,friendship_affection,seed,0.612,0.397,0.215,138,"a bond, league, friendship"
φῐλάνθρωπ-ος,urn:cite2:hmt:lsj.chicago_md:n110858,friendship_affection,seed,0.61,0.594,0.016,2191,"loving mankind, humane, benevolent, tender-hearted; kind, courteous; gentle; humane treatment; kindnesses; loving men; humane, humanizing; generous; appealing to human feeling; satisfying the sense of poetic justice; popular; concessions, grants, privileges, immunities; benefaction, endowment, gratuity; letter expressing friendly feelings"
ἀντιφῐλ-ία,urn:cite2:hmt:lsj.chicago_md:n10655,friendship_affection,seed,0.606,0.458,0.148,60,mutual affection
εὐμεν-ής,urn:cite2:hmt:lsj.chicago_md:n44452,friendship_affection,seed,0.605,0.573,0.032,1276,"well-disposed, kindly; to; well-disposed; signifying goodwill, friendly; favourable; kindly, bounteous; mild, soft; beneficial; agreeable; easy"
πεῖσις,urn:cite2:hmt:lsj.chicago_md:n80369,friendship_affection,seed,0.605,0.455,0.15,410,"affection, susceptibility; persuasion"
ἀστοργ-ία,urn:cite2:hmt:lsj.chicago_md:n16561,friendship_affection,seed,0.6,0.538,0.062,90,want of natural affection
φῐλιόω,urn:cite2:hmt:lsj.chicago_md:n111033,friendship_affection,seed,0.595,0.293,0.302,193,make a friend of; become friends
προξεν-ία,urn:cite2:hmt:lsj.chicago_md:n88120,friendship_affection,seed,0.594,0.393,0.201,1055,relation of; treaty; compact of friendship between a state and a foreigner; my public friendship; protector; status and privileges of a; inscription; written instrument in witness of
φῐλοποι-έω,urn:cite2:hmt:lsj.chicago_md:n111401,friendship_affection,seed,0.593,0.303,0.29,276,"make a friend of; make oneʼs friend, attach to oneself"
φῐλῐκός,urn:cite2:hmt:lsj.chicago_md:n111031,friendship_affection,seed,0.589,0.457,0.132,883,friendly; proofs; marks of friendship; contribution
ὁμοπάθ-εια,urn:cite2:hmt:lsj.chicago_md:n73776,friendship_affection,seed,0.584,0.429,0.155,145,common affection; quality; sympathy
ὅμ-αυλος,urn:cite2:hmt:lsj.chicago_md:n73417,friendship_affection,seed,0.578,0.341,0.236,291,"living together, companion; neighbouring; playing together on the flute, sounding together in concert"
