lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
ἀθάνατος,0,6,1,,,none,εἶδον πατήρ τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος,Iliad 1.503; Iliad 1.525; Iliad 1.520; Iliad 1.398; Iliad 1.265
κρείων,0,5,1,,"ruler, lord, master; queen",lsj,Ἀγαμέμνων Ἀτρείδης εὐρύς ἀπαμείβομαι πρόσφημι Ἀχαιός ἀνίστημι ἥρως ἄχνυμαι ἀτιμάω μιμνήσκω παρέζομαι,Iliad 1.102; Iliad 1.355; Iliad 1.130; Iliad 1.285; Iliad 1.411
ἀφαιρέω,0,5,1,,take away from; took; from; relieve,lsj,πολύς δίδωμι Ἀχαιός κόρη γέρας ἀπειλέω μογέω υἱός Χρυσηίς Φοῖβος Ἀπόλλων ναῦς,Iliad 1.230; Iliad 1.275; Iliad 1.161; Iliad 1.182; Iliad 1.299
βάλλω,0,5,1,,"throw; throw so as to hit, hit; striking; smote upon",lsj,βέλος ἐχεπευκής ἐφίημι σκῆπτρον γαῖα χρύσεος ἧλος πείρω φρήν ἅλς1 λῦμα εὐνή,Iliad 1.314; Iliad 1.436; Iliad 1.245; Iliad 1.52; Iliad 1.297
Θέτις,0,5,1,,Thetis,lsj,ἀργυρόπεζος θυγάτηρ ἅλιος γέρων ἀμείβω δάκρυ χέω λανθάνω ἐφετμή παῖς ἅπτω γόνυ,Iliad 1.556; Iliad 1.538; Iliad 1.413; Iliad 1.512; Iliad 1.495
ἕζομαι,0,5,1,,"seat oneself, sit; sank; crouch; sink",lsj,εἶπον ναῦς Ἀχιλλεύς δακρύω ἑταῖρος λιάζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων πόντος,Iliad 1.68; Iliad 1.101; Iliad 1.349; Iliad 1.246; Iliad 1.48
Κρονίων,0,5,1,,son of Cronos; Zeus,lsj,Ζεύς πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω,Iliad 1.539; Iliad 1.502; Iliad 1.405; Iliad 1.397; Iliad 1.528
ἀπαμείβομαι,0,5,1,,"reply, answer",lsj,πρόσφημι πούς ὠκύς Ἀχιλλεύς κρείων Ἀγαμέμνων νεφεληγερέτα Ζεύς,Iliad 1.84; Iliad 1.215; Iliad 1.130; Iliad 1.285; Iliad 1.560
νοέω,0,5,1,,"Excerpta e libris Herodiani; perceive by the eyes, observe; perceive by the mind, apprehend; take notice",lsj,πατήρ οἶδα ναῦς σῶς μάχομαι Ἀχαιός ἀποστείχω Ἥρα πρόφρων τλάω εἶπον ἔπος,Iliad 1.543; Iliad 1.522; Iliad 1.549; Iliad 1.343; Iliad 1.577
Ἀθήνη,0,5,1,,Athene; casting vote,lsj,Παλλάς ὁρμαίνω φρήν θυμός ἕλκω κολεόν μέγας ξίφος ἔρχομαι γιγνώσκω προσεῖπον θεά,Iliad 1.206; Iliad 1.194; Iliad 1.400; Iliad 1.200; Iliad 1.221
ἑταῖρος,0,5,1,,"comrade, companion; comrades-in-arms; messmate; fellowslave",lsj,ναῦς εἶμι Μυρμιδόνες ἀνάσσω ἀφαιρέω Χρυσηίς Φοῖβος Ἀπόλλων πέμπω Πηλείδης κλισία ἴσος,Iliad 1.179; Iliad 1.307; Iliad 1.183; Iliad 1.345; Iliad 1.349
ἵστημι,0,5,1,,make to stand; stand; sthā; á-sthā-t,lsj,ταρβέω αἰδέομαι βασιλεύς θεός ἱερός ἑκατόμβη εὔδμητος βωμός ἱστός ἱστίον λευκός πετάννυμι,Iliad 1.535; Iliad 1.448; Iliad 1.480; Iliad 1.197; Iliad 1.332
βουλή,0,5,1,,"will, determination; counsel, design; counsel, advice; ground of argument",lsj,Πρίαμος συμφράζομαι Ζεύς τελέω γηθέω παῖς Τρώς μέγας χαίρω θυμός πᾶς πυνθάνομαι,Iliad 1.540; Iliad 1.5; Iliad 1.537; Iliad 1.273; Iliad 1.258
λοιγός,0,5,1,,"ruin, havoc; destruction; pa-liegti",lsj,ἀμύνω ἀεικής ἑκατόμβη Δαναοί πατήρ μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον,Iliad 1.341; Iliad 1.456; Iliad 1.398; Iliad 1.97; Iliad 1.67
δῖος,0,5,1,,heavenly; noble; noblest; excellent,lsj,ἀνήρ Ἀχιλλεύς ἀμείβω πρῶτος διίστημι ἐρίζω Ἀτρείδης ἄναξ ποδάρκης ναῦς μέλας ἐρύω1,Iliad 1.121; Iliad 1.7; Iliad 1.292; Iliad 1.145; Iliad 1.141
Χρύσης,0,5,1,,,none,Ἀπόλλων θοός ναῦς Ἀχαιός χείρ πέμπω ἄναξ ὀλέκω λαός ἀτιμάζω ἀρητήρ Ἀτρείδης,Iliad 1.450; Iliad 1.11; Iliad 1.390; Iliad 1.442; Iliad 1.370
Ὀδυσσεύς,0,5,1,,Odysseus; games in honour of Odysseus; temple of Odysseus,lsj,ἄγω αἱρέω Αἴας ἀρχός ἀνήρ ἱερός πολύμητις δίδωμι εἶμι γέρας εἷς βουληφόρος,Iliad 1.430; Iliad 1.440; Iliad 1.311; Iliad 1.145; Iliad 1.138
θοός,0,5,1,,"quick, nimble; swift; hasty; in haste",lsj,ναῦς Ἀχαιός φέρω Ἀπόλλων ἔρχομαι λύω θυγάτηρ ἀπερείσιος ἄποινα στέμμα ἔχω χείρ,Iliad 1.371; Iliad 1.12; Iliad 1.308; Iliad 1.389; Iliad 1.300
λύω,0,5,1,,"luo; re-luo, solvo; se-luo), solūtus; loosen",lsj,Ἀπόλλων ναῦς Ἀχαιός ἄποινα ἑκηβόλος ἔρχομαι θοός θυγάτηρ φέρω ἀπερείσιος στέμμα ἔχω,Iliad 1.13; Iliad 1.372; Iliad 1.305; Iliad 1.29; Iliad 1.20
θυγάτηρ,0,5,1,,"daughter; maidservant, slave; duhitár",lsj,ἄποινα Ἀπόλλων ἔρχομαι θοός ναῦς Ἀχαιός λύω φέρω ἀπερείσιος στέμμα ἔχω χείρ,Iliad 1.13; Iliad 1.372; Iliad 1.95; Iliad 1.556; Iliad 1.538
χόλος,0,5,1,,"gall, bile; gall, bitter anger, wrath; rage; anger towards",lsj,στῆθος καταπέσσω ἔχω κότος τελέω ἦτορ λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός,Iliad 1.81; Iliad 1.192; Iliad 1.283; Iliad 1.224; Iliad 1.387
μέλας,0,5,1,,"black, dark; dark; pitched over; dark, swarthy",lsj,ναῦς ἐρύω1 ἱκνέομαι ἅλς1 δῖος θοός φέρω ἀναιρέω ἀέκων εὑρίσκω κλισία ἧμαι,Iliad 1.329; Iliad 1.433; Iliad 1.300; Iliad 1.141; Iliad 1.485
σκῆπτρον,0,5,1,,staff; stick; staffs; supports,lsj,ναῦς στέμμα Ἀπόλλων χρύσεος ἔρχομαι θοός Ἀχαιός λύω θυγάτηρ φέρω ἀπερείσιος ἄποινα,Iliad 1.245; Iliad 1.15; Iliad 1.28; Iliad 1.374; Iliad 1.234
ἴσος,0,5,1,,equal; like; copy; the same,lsj,δαίς1 ἔχω γέρας εἶμι κλισία θυμός δέω Ἀχαιός Τρώς ἐκπέρθω ναίω πτολίεθρον,Iliad 1.602; Iliad 1.468; Iliad 1.306; Iliad 1.163; Iliad 1.187
ἱλάσκομαι,0,5,1,,,none,ἀνήρ Ἑκάεργος ἱερός ῥέζω θεός ἄναξ πείθω εἷς ἀρχός βουληφόρος Αἴας Ἰδομενεύς,Iliad 1.386; Iliad 1.147; Iliad 1.472; Iliad 1.444; Iliad 1.100
καλέω,0,5,1,,"call, summon; they had been summoned; demand, require; call to oneself",lsj,πᾶς ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ Αἰγαίων,Iliad 1.54; Iliad 1.402; Iliad 1.270; Iliad 1.293; Iliad 1.403
λευκώλενος,0,5,1,,white-armed,lsj,Ἥρα θεά ἵημι ἄμφω θυμός φιλέω κήδω φρήν τίθημι Ἥφαιστος κλυτοτέχνης ἄρχω,Iliad 1.55; Iliad 1.595; Iliad 1.195; Iliad 1.208; Iliad 1.572
κήδω,0,4,1,,"trouble, distress; to be concerned, care for; mourn for; caring for",lsj,ἵημι θεά λευκώλενος Ἥρα ἄμφω θυμός φιλέω Δαναοί θνήσκω ὁράω ἀνέχω φίλος,Iliad 1.196; Iliad 1.209; Iliad 1.586; Iliad 1.56
ἐφίημι,0,4,1,,"send to; sent; set on, incite; throw",lsj,ἄναξ βέλος ἐχεπευκής βάλλω Χρύσης πέμπω ἀνήρ Ἀγαμέμνων παῖς ἄγω Φοῖβος ἱερός,Iliad 1.445; Iliad 1.518; Iliad 1.51; Iliad 1.567
τλάω,0,4,1,,"suffer, undergo; hold out, endure, be patient, submit; I submitted; bore up under",lsj,οἰνοβαρής κύων ὄμμα ἔχω καρδία ἔλαφος πόλεμος λαός θωρήσσω λόχος εἶμι ἀριστεύς,Iliad 1.543; Iliad 1.228; Iliad 1.586; Iliad 1.534
ἄμφω,0,4,1,,both,lsj,ἵημι θεά λευκώλενος Ἥρα θυμός φιλέω κήδω νέος ἐξαυδάω κεύθω νόος οἶδα,Iliad 1.196; Iliad 1.209; Iliad 1.259; Iliad 1.363
ἄριστος,0,4,1,,best; noblest; a chief; bravest,lsj,Ἀχαιός Κάλχας ναῦς Ἀπόλλων εὔχομαι Δαναοί Ἀγαμέμνων τίνω ἀνίστημι Θεστορίδης οἰωνοπόλος οἶδα,Iliad 1.412; Iliad 1.91; Iliad 1.244; Iliad 1.69
ἀμύνω,0,4,1,,"keep off, ward off; to be kept off; for; from whom",lsj,λοιγός ἀεικής μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος,Iliad 1.341; Iliad 1.398; Iliad 1.67; Iliad 1.456
Ἀργεῖος,0,4,1,,"from Argos, Argive; the Greeks; Argolis; womenʼs shoes",lsj,ἀνήρ ἄναξ οἴομαι χολόω μέγας πᾶς κρατέω πείθω Ἀχαιός γέρας ἑτοιμάζω οἶος,Iliad 1.382; Iliad 1.79; Iliad 1.445; Iliad 1.119
ἀεικής,0,4,1,,"unseemly, shameful; inconvenience; meagre; strange",lsj,λοιγός ἀμύνω Δαναοί πατήρ ἀπωθέω φίλος δίδωμι ἑλικῶπις κόρη ἀπρίατος ἀνάποινος ἄγω,Iliad 1.456; Iliad 1.398; Iliad 1.97; Iliad 1.341
κατανεύω,0,4,1,,"nod assent; grant, promise; consent to; make a signbynoddingthehead",lsj,κεφαλή νημερτής ὑπισχνέομαι ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός πείθω παλινάγρετος,Iliad 1.524; Iliad 1.527; Iliad 1.514; Iliad 1.558
γιγνώσκω,0,4,1,,"come to know, perceive; know; know by reflection; know by observation",lsj,Ἀχαιός Παλλάς Ἀθήνη πειράω φρήν μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω,Iliad 1.333; Iliad 1.199; Iliad 1.302; Iliad 1.411
χαίρω,0,4,1,,"rejoice, be glad; to rejoice; rejoice at, take pleasure in; express oneʼs joy",lsj,μέγας Τρώς Πρίαμος παῖς ἀναιδής ἕπομαι τιμή ἄρνυμαι Μενέλαος κυνώπης γηθέω θυμός,Iliad 1.158; Iliad 1.334; Iliad 1.256; Iliad 1.446
μάντις,0,4,1,,"diviner, seer, prophet; prophet; presager, foreboder; prophetic",lsj,εἶπον εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι,Iliad 1.92; Iliad 1.384; Iliad 1.62; Iliad 1.106
καίω,0,4,1,,"kindle; they lighted them; to be lighted, burn; which blaze",lsj,Σμινθεύς χαρίεις ναός ἐρέφω πίων μηρία ταῦρος αἴξ κραίνω ἔλδωρ πυρή νέκυς,Iliad 1.462; Iliad 1.52; Iliad 1.464; Iliad 1.40
τιμάω,0,4,1,,"honour, revere, reverence; bestow honours; reward; will honour",lsj,Ἀχαιός μητίετα Ζεύς μέγας ἴπτομαι λαός υἱός ὠκύμορος πέλω οἴομαι κατανεύω ἐτήτυμος,Iliad 1.454; Iliad 1.559; Iliad 1.505; Iliad 1.175
δύναμαι,0,4,1,,"to be able, strong enough; canst; powerful, mighty; multum valet",lsj,ἄχνυμαι χραισμέω πολύς Ἕκτωρ ἀνδροφόνος θνήσκω πίπτω περιέχω παῖς ἐύς πράσσω,Iliad 1.562; Iliad 1.241; Iliad 1.588; Iliad 1.393
τιμή,0,4,1,,"worship, esteem, honour; honours; due regard; paid to them by",lsj,Τρώς βασιλεύς Ζεύς ὀφέλλω μέγας ἀναιδής ἕπομαι χαίρω ἄρνυμαι Μενέλαος κυνώπης Πηλείδης,Iliad 1.353; Iliad 1.159; Iliad 1.278; Iliad 1.510
θάλασσα,0,4,1,,sea; salt lake; maritime affairs; a sea,lsj,βαίνω ἀκέων θίς πολύφλοισβος βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι,Iliad 1.437; Iliad 1.34; Iliad 1.496; Iliad 1.157
ἀγλαός,0,4,1,,"splendid, shining, bright; splendid, beautiful; noble, glorious; beautiful",lsj,δέχομαι ἄποινα πᾶς ἐπευφημέω Ἀχαιός αἰδέομαι ἱερεύς Δαναοί θεοπροπέω ἀγορεύω ἑκηβόλος ἄλγος,Iliad 1.23; Iliad 1.377; Iliad 1.213; Iliad 1.111
Βρισηίς,0,4,1,,,none,ἄγω καλλιπάρηος κλισία εἶμι γέρας εἶδον ὅσος φέρτερος στυγέω ἴσος φημί ὁμοιόω,Iliad 1.323; Iliad 1.346; Iliad 1.184; Iliad 1.336
ἀκέων,0,4,1,,"softly, silently",lsj,κάθημαι βαίνω θίς πολύφλοισβος θάλασσα ἧμαι ἐπιγνάμπτω φίλος κῆρ,Iliad 1.565; Iliad 1.569; Iliad 1.512; Iliad 1.34
δέω,0,4,1,,"bind, tie, fetter; to bind; tie; bind, keep in bonds",lsj,δαίς1 θυμός ἴσος πρυμνήσιος παύω πόνος τεύχω δαίνυμι φόρμιγξ περικαλλής ἔχω Ἀπόλλων,Iliad 1.602; Iliad 1.468; Iliad 1.406; Iliad 1.436
ἀμείνων,0,4,1,,"better; stouter, stronger, braver; the better sort; ʼtis better",lsj,πείθω ἐθέλω δίδωμι βία πατήρ,Iliad 1.116; Iliad 1.274; Iliad 1.217; Iliad 1.404
ἥλιος,0,4,1,,"sun; the light of life, live; East; eastern",lsj,καταδύω ἕκαστος κνέφας ἔρχομαι κοιμάω πρυμνήσιος ναῦς καταπίπτω Λῆμνος πρόπας ἦμαρ δαίνυμι,Iliad 1.475; Iliad 1.601; Iliad 1.592; Iliad 1.605
χραισμέω,0,4,1,,ward off; from one; keep; off,lsj,εἶμι θεός δύναμαι ἄχνυμαι γέρων κοῖλος ναῦς κιχάνω δηθύνω ὕστερος σκῆπτρον στέμμα,Iliad 1.589; Iliad 1.242; Iliad 1.566; Iliad 1.28
ἀέκων,0,4,1,,"involuntary, constrained; invito Jove; unwillingly; involuntary",lsj,γυνή θοός ναῦς μέλας φέρω ἀναιρέω βαίνω θίς ἅλς1 ἀτρύγετος κίω λείπω,Iliad 1.430; Iliad 1.301; Iliad 1.348; Iliad 1.327
λαμβάνω,0,4,1,,"take; receive; take hold of, grasp, seize; caught",lsj,γόνυ Ἀχαιός Ἀτρεΐων χόλος μιμνήσκω παρέζομαι ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω,Iliad 1.557; Iliad 1.500; Iliad 1.407; Iliad 1.387
ἀκούω,0,4,1,,"hear; hear of, hear tell of; hear of; from",lsj,εὔχομαι Ἀπόλλων φίλος πατήρ μέγαρον φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός,Iliad 1.381; Iliad 1.547; Iliad 1.396; Iliad 1.474
ἱερεύς,0,4,1,,"priest, sacrificer, diviner; pontifex; pont. maximus; a minister",lsj,Ἀχαιός ἄποινα Ἀπόλλων πᾶς ἐπευφημέω αἰδέομαι ἀγλαός δέχομαι μάντις εἴρω2 ὀνειροπόλος ὄναρ,Iliad 1.23; Iliad 1.377; Iliad 1.62; Iliad 1.370
πόλις,0,4,1,,city; the citadel; the city of; oneʼs city,lsj,Ἀχαιός δίδωμι ἐκπέρθω Ἀτρείδης ἐυκνήμις θεός Ὀλύμπιος δῶμα ἔχω Πρίαμος ἱκνέομαι δατέομαι,Iliad 1.129; Iliad 1.19; Iliad 1.366; Iliad 1.125
ἐρύω1,0,4,1,,"drag, draw; drag; away, rescue; off for plunder, ransom",lsj (homograph 1),ναῦς μέλας ἅλς1 δῖος ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς μηρός ἀνίστημι,Iliad 1.485; Iliad 1.141; Iliad 1.190; Iliad 1.466
καθέζομαι,0,4,1,,"sit down, take oneʼs seat; preside; taking their seats; sit down in, occupy",lsj,δάκρυ χέω χείρ καταρρέζω ἔπος φημί ὀνομάζω Κρονίων κῦδος γαίω θρόνος,Iliad 1.500; Iliad 1.405; Iliad 1.360; Iliad 1.536
καταδύω,0,4,1,,"go down, sink, set; to be sunk; disabled; duck",lsj,ἥλιος ἕκαστος κνέφας ἔρχομαι κοιμάω πρυμνήσιος ναῦς καταπίπτω Λῆμνος πρόπας ἦμαρ δαίνυμι,Iliad 1.475; Iliad 1.592; Iliad 1.605; Iliad 1.601
χολόω,0,4,1,,"anger, provoke; to anger; to be angered; provoked to anger",lsj,βασιλεύς νόσος στρατός ὄρνυμι κακός οἴομαι ἀνήρ μέγας πᾶς Ἀργεῖος κρατέω πείθω,Iliad 1.139; Iliad 1.217; Iliad 1.78; Iliad 1.9
ἔρις,0,4,1,,"strife, quarrel, contention; battle-strife; quarrel, strife; discord",lsj,λήγω θεός συνίημι μάχομαι φίλος πόλεμος μάχη Ἀγαμέμνων πρῶτος ἐπαπειλέω Ἀχιλλεύς,Iliad 1.210; Iliad 1.319; Iliad 1.8; Iliad 1.177
θίς,0,4,1,,"heap; sand-banks; sandy deserts; beach, shore",lsj,ἅλς1 βαίνω ἀτρύγετος ἀκέων πολύφλοισβος θάλασσα ἔρδω Ἀπόλλων τελήεις ἑκατόμβη ταῦρος αἴξ,Iliad 1.327; Iliad 1.316; Iliad 1.350; Iliad 1.34
παύω,0,4,1,,"make to end; bring to an end, check; stop; silence",lsj,Ἀτρείδης θυμός μένος δαίς1 ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός,Iliad 1.192; Iliad 1.467; Iliad 1.207; Iliad 1.282
γόνυ,0,4,1,,knee; clasping the knees; on my knees; the knee,lsj,λαμβάνω Ἀχαιός μιμνήσκω παρέζομαι ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω πᾶς,Iliad 1.500; Iliad 1.557; Iliad 1.512; Iliad 1.407
τίκτω,0,4,1,,"bring into the world, engender; beget; bring forth; parents",lsj,πολύς κίω ἀράομαι γεραιός Ἀπόλλων ἄναξ εὔκομος Λητώ μήτηρ μινυνθάδιος τιμή ὀφέλλω,Iliad 1.418; Iliad 1.36; Iliad 1.352; Iliad 1.414
Χρύση,0,4,1,,,none,κλύω ἀργυρότοξος ἀμφιβαίνω Κίλλα ζάθεος Τένεδος ἀνάσσω ἄγω ἱερός ἑκατόμβη Δαναοί ἀεικής,Iliad 1.451; Iliad 1.37; Iliad 1.431; Iliad 1.100
ἀγορεύω,0,4,1,,"speak in the assembly, harangue; address; to address the house?; counsel",lsj,οἶδα Δαναοί θεοπροπέω ἑκηβόλος ἄλγος τεύχω κόρη Χρυσηίς ἀγλαός ἄποινα ἐθέλω δέχομαι,Iliad 1.365; Iliad 1.571; Iliad 1.385; Iliad 1.109
γαῖα,0,3,1,,"land, country; land; earth; the earth",lsj,σκῆπτρον βάλλω χρύσεος ἧλος πείρω μέγας πένθος Ἀχαιΐς ἱκάνω μεθομιλέω Πύλος ἔρχομαι,Iliad 1.270; Iliad 1.254; Iliad 1.245
φωνέω,0,3,1,,produce a sound; tone; speak loud; clearly,lsj,ἔπος πτερόεις προσαυδάω ἀποβαίνω,Iliad 1.201; Iliad 1.428; Iliad 1.333
φαίνω,0,3,1,,"bring to light, cause to appear; make; appear; show by baring",lsj,ξανθός κόμη αἱρέω Πηλείων οἶος δεινός ὄσσε ἠριγένεια ῥοδοδάκτυλος ἠώς ἀνάγω στρατός,Iliad 1.200; Iliad 1.477; Iliad 1.198
